local,ano,genero,raça,nível_ensino,rend_real_habitual
Fortaleza,2012,Total,Total,Total,"R$ 2.781,77"
Fortaleza,2012,Homem,Total,Total,"R$ 3.117,58"
Fortaleza,2012,Mulher,Total,Total,"R$ 2.377,36"
Fortaleza,2012,Total,Branca,Total,"R$ 3.760,45"
Fortaleza,2012,Total,Outros,Total,"R$ 2.267,63"
Fortaleza,2012,Total,Parda,Total,"R$ 2.268,25"
Fortaleza,2012,Total,Preta,Total,"R$ 3.220,38"
Fortaleza,2012,Homem,Branca,Total,"R$ 4.478,74"
Fortaleza,2012,Mulher,Branca,Total,"R$ 2.978,30"
Fortaleza,2012,Homem,Outros,Total,"R$ 2.176,77"
Fortaleza,2012,Mulher,Outros,Total,"R$ 2.352,63"
Fortaleza,2012,Homem,Parda,Total,"R$ 2.509,86"
Fortaleza,2012,Mulher,Parda,Total,"R$ 1.966,79"
Fortaleza,2012,Homem,Preta,Total,"R$ 2.605,98"
Fortaleza,2012,Mulher,Preta,Total,"R$ 4.256,07"
Fortaleza,2013,Total,Total,Total,"R$ 2.731,20"
Fortaleza,2013,Homem,Total,Total,"R$ 3.054,22"
Fortaleza,2013,Mulher,Total,Total,"R$ 2.345,78"
Fortaleza,2013,Total,Branca,Total,"R$ 3.791,60"
Fortaleza,2013,Total,Outros,Total,"R$ 1.966,45"
Fortaleza,2013,Total,Parda,Total,"R$ 2.188,39"
Fortaleza,2013,Total,Preta,Total,"R$ 1.513,77"
Fortaleza,2013,Homem,Branca,Total,"R$ 4.361,30"
Fortaleza,2013,Mulher,Branca,Total,"R$ 3.179,78"
Fortaleza,2013,Homem,Outros,Total,"R$ 2.643,76"
Fortaleza,2013,Mulher,Outros,Total,"R$ 1.415,38"
Fortaleza,2013,Homem,Parda,Total,"R$ 2.437,18"
Fortaleza,2013,Mulher,Parda,Total,"R$ 1.882,47"
Fortaleza,2013,Homem,Preta,Total,"R$ 1.720,45"
Fortaleza,2013,Mulher,Preta,Total,"R$ 1.156,95"
Fortaleza,2014,Total,Total,Total,"R$ 2.693,25"
Fortaleza,2014,Homem,Total,Total,"R$ 3.186,10"
Fortaleza,2014,Mulher,Total,Total,"R$ 2.101,76"
Fortaleza,2014,Total,Branca,Total,"R$ 3.637,35"
Fortaleza,2014,Total,Outros,Total,"R$ 11.561,73"
Fortaleza,2014,Total,Parda,Total,"R$ 2.173,09"
Fortaleza,2014,Total,Preta,Total,"R$ 2.024,16"
Fortaleza,2014,Homem,Branca,Total,"R$ 4.431,43"
Fortaleza,2014,Mulher,Branca,Total,"R$ 2.857,77"
Fortaleza,2014,Homem,Outros,Total,"R$ 13.680,26"
Fortaleza,2014,Mulher,Outros,Total,"R$ 4.105,35"
Fortaleza,2014,Homem,Parda,Total,"R$ 2.525,89"
Fortaleza,2014,Mulher,Parda,Total,"R$ 1.727,19"
Fortaleza,2014,Homem,Preta,Total,"R$ 2.450,80"
Fortaleza,2014,Mulher,Preta,Total,"R$ 1.233,69"
Fortaleza,2015,Total,Total,Total,"R$ 2.717,51"
Fortaleza,2015,Homem,Total,Total,"R$ 3.049,09"
Fortaleza,2015,Mulher,Total,Total,"R$ 2.309,39"
Fortaleza,2015,Total,Branca,Total,"R$ 3.339,54"
Fortaleza,2015,Total,Outros,Total,"R$ 1.508,93"
Fortaleza,2015,Total,Parda,Total,"R$ 2.502,64"
Fortaleza,2015,Total,Preta,Total,"R$ 2.106,32"
Fortaleza,2015,Homem,Branca,Total,"R$ 3.847,59"
Fortaleza,2015,Mulher,Branca,Total,"R$ 2.841,83"
Fortaleza,2015,Homem,Outros,Total,"R$ 1.914,91"
Fortaleza,2015,Mulher,Outros,Total,"R$ 1.010,21"
Fortaleza,2015,Homem,Parda,Total,"R$ 2.800,07"
Fortaleza,2015,Mulher,Parda,Total,"R$ 2.100,63"
Fortaleza,2015,Homem,Preta,Total,"R$ 2.490,27"
Fortaleza,2015,Mulher,Preta,Total,"R$ 1.582,67"
Fortaleza,2016,Total,Total,Total,"R$ 2.743,52"
Fortaleza,2016,Homem,Total,Total,"R$ 3.105,35"
Fortaleza,2016,Mulher,Total,Total,"R$ 2.296,19"
Fortaleza,2016,Total,Branca,Total,"R$ 3.646,80"
Fortaleza,2016,Total,Outros,Total,"R$ 4.395,28"
Fortaleza,2016,Total,Parda,Total,"R$ 2.392,14"
Fortaleza,2016,Total,Preta,Total,"R$ 1.723,19"
Fortaleza,2016,Homem,Branca,Total,"R$ 4.324,93"
Fortaleza,2016,Mulher,Branca,Total,"R$ 2.903,53"
Fortaleza,2016,Homem,Outros,Total,"R$ 7.805,57"
Fortaleza,2016,Mulher,Outros,Total,"R$ 1.886,10"
Fortaleza,2016,Homem,Parda,Total,"R$ 2.637,81"
Fortaleza,2016,Mulher,Parda,Total,"R$ 2.068,31"
Fortaleza,2016,Homem,Preta,Total,"R$ 2.030,79"
Fortaleza,2016,Mulher,Preta,Total,"R$ 1.345,73"
Fortaleza,2017,Total,Total,Total,"R$ 2.846,61"
Fortaleza,2017,Homem,Total,Total,"R$ 3.274,42"
Fortaleza,2012,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.288,62"
Fortaleza,2012,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.351,51"
Fortaleza,2012,Total,Total,Fundamental completo ou equivalente,"R$ 1.512,02"
Fortaleza,2012,Total,Total,Médio incompleto ou equivalente,"R$ 1.580,19"
Fortaleza,2012,Total,Total,Médio completo ou equivalente,"R$ 2.196,48"
Fortaleza,2012,Total,Total,Superior incompleto ou equivalente,"R$ 3.403,24"
Fortaleza,2012,Total,Total,Superior completo,"R$ 7.508,62"
Fortaleza,2013,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.290,90"
Fortaleza,2013,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.458,14"
Fortaleza,2013,Total,Total,Fundamental completo ou equivalente,"R$ 1.594,95"
Fortaleza,2013,Total,Total,Médio incompleto ou equivalente,"R$ 1.465,34"
Fortaleza,2013,Total,Total,Médio completo ou equivalente,"R$ 2.071,50"
Fortaleza,2013,Total,Total,Superior incompleto ou equivalente,"R$ 3.135,27"
Fortaleza,2013,Total,Total,Superior completo,"R$ 7.369,47"
Fortaleza,2014,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.206,01"
Fortaleza,2014,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.589,39"
Fortaleza,2014,Total,Total,Fundamental completo ou equivalente,"R$ 1.665,08"
Fortaleza,2014,Total,Total,Médio incompleto ou equivalente,"R$ 1.574,62"
Fortaleza,2014,Total,Total,Médio completo ou equivalente,"R$ 2.258,42"
Fortaleza,2014,Total,Total,Superior incompleto ou equivalente,"R$ 2.357,12"
Fortaleza,2014,Total,Total,Superior completo,"R$ 7.089,38"
Fortaleza,2015,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.316,37"
Fortaleza,2015,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.729,27"
Fortaleza,2015,Total,Total,Fundamental completo ou equivalente,"R$ 1.558,25"
Fortaleza,2015,Total,Total,Médio incompleto ou equivalente,"R$ 1.800,73"
Fortaleza,2015,Total,Total,Médio completo ou equivalente,"R$ 2.243,37"
Fortaleza,2015,Total,Total,Superior incompleto ou equivalente,"R$ 2.986,95"
Fortaleza,2015,Total,Total,Superior completo,"R$ 6.801,27"
Fortaleza,2016,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.243,41"
Fortaleza,2016,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.393,25"
Fortaleza,2016,Total,Total,Fundamental completo ou equivalente,"R$ 1.705,89"
Fortaleza,2016,Total,Total,Médio incompleto ou equivalente,"R$ 1.531,14"
Fortaleza,2016,Total,Total,Médio completo ou equivalente,"R$ 2.247,21"
Fortaleza,2016,Total,Total,Superior incompleto ou equivalente,"R$ 2.488,91"
Fortaleza,2016,Total,Total,Superior completo,"R$ 6.714,78"
Fortaleza,2017,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.314,27"
Fortaleza,2017,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.290,24"
Fortaleza,2017,Total,Total,Fundamental completo ou equivalente,"R$ 1.502,26"
Fortaleza,2017,Total,Total,Médio incompleto ou equivalente,"R$ 1.498,61"
Fortaleza,2017,Total,Total,Médio completo ou equivalente,"R$ 1.976,86"
Fortaleza,2017,Total,Total,Superior incompleto ou equivalente,"R$ 3.127,51"
Fortaleza,2017,Total,Total,Superior completo,"R$ 7.252,70"
Fortaleza,2018,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.230,18"
Fortaleza,2018,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.296,04"
Fortaleza,2018,Total,Total,Fundamental completo ou equivalente,"R$ 1.389,76"
Fortaleza,2018,Total,Total,Médio incompleto ou equivalente,"R$ 1.240,85"
Fortaleza,2018,Total,Total,Médio completo ou equivalente,"R$ 1.842,27"
Fortaleza,2018,Total,Total,Superior incompleto ou equivalente,"R$ 2.761,10"
Fortaleza,2018,Total,Total,Superior completo,"R$ 6.743,36"
Fortaleza,2019,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 2.485,75"
Fortaleza,2019,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.349,34"
Fortaleza,2019,Total,Total,Fundamental completo ou equivalente,"R$ 1.529,12"
Fortaleza,2019,Total,Total,Médio incompleto ou equivalente,"R$ 1.391,54"
Fortaleza,2019,Total,Total,Médio completo ou equivalente,"R$ 1.847,15"
Fortaleza,2019,Total,Total,Superior incompleto ou equivalente,"R$ 2.447,74"
Fortaleza,2019,Total,Total,Superior completo,"R$ 7.166,05"
Fortaleza,2020,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.117,45"
Fortaleza,2020,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.487,68"
Fortaleza,2020,Total,Total,Fundamental completo ou equivalente,"R$ 1.314,61"
Fortaleza,2020,Total,Total,Médio incompleto ou equivalente,"R$ 1.384,48"
Fortaleza,2020,Total,Total,Médio completo ou equivalente,"R$ 1.923,79"
Fortaleza,2020,Total,Total,Superior incompleto ou equivalente,"R$ 2.080,91"
Fortaleza,2020,Total,Total,Superior completo,"R$ 6.872,45"
Fortaleza,2021,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.250,15"
Fortaleza,2021,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.242,81"
Fortaleza,2021,Total,Total,Fundamental completo ou equivalente,"R$ 2.216,47"
Fortaleza,2021,Total,Total,Médio incompleto ou equivalente,"R$ 1.344,55"
Fortaleza,2021,Total,Total,Médio completo ou equivalente,"R$ 1.690,26"
Fortaleza,2021,Total,Total,Superior incompleto ou equivalente,"R$ 2.314,74"
Fortaleza,2021,Total,Total,Superior completo,"R$ 6.500,14"
Fortaleza,2022,Total,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.027,70"
Fortaleza,2022,Total,Total,Fundamental incompleto ou equivalente,"R$ 1.193,97"
Fortaleza,2022,Total,Total,Fundamental completo ou equivalente,"R$ 1.282,58"
Fortaleza,2022,Total,Total,Médio incompleto ou equivalente,"R$ 1.336,09"
Fortaleza,2022,Total,Total,Médio completo ou equivalente,"R$ 1.832,53"
Fortaleza,2022,Total,Total,Superior incompleto ou equivalente,"R$ 2.133,52"
Fortaleza,2022,Total,Total,Superior completo,"R$ 5.449,54"
Fortaleza,2012,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.571,78"
Fortaleza,2012,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 891,60"
Fortaleza,2012,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.506,38"
Fortaleza,2012,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 1.134,07"
Fortaleza,2012,Homem,Total,Fundamental completo ou equivalente,"R$ 1.646,04"
Fortaleza,2012,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.305,12"
Fortaleza,2012,Homem,Total,Médio incompleto ou equivalente,"R$ 1.926,04"
Fortaleza,2012,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.184,62"
Fortaleza,2012,Homem,Total,Médio completo ou equivalente,"R$ 2.475,60"
Fortaleza,2012,Mulher,Total,Médio completo ou equivalente,"R$ 1.842,78"
Fortaleza,2012,Homem,Total,Superior incompleto ou equivalente,"R$ 4.119,47"
Fortaleza,2012,Mulher,Total,Superior incompleto ou equivalente,"R$ 2.559,54"
Fortaleza,2012,Homem,Total,Superior completo,"R$ 10.033,63"
Fortaleza,2012,Mulher,Total,Superior completo,"R$ 5.634,75"
Fortaleza,2013,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.417,26"
Fortaleza,2013,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 962,23"
Fortaleza,2013,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.755,29"
Fortaleza,2013,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 1.047,10"
Fortaleza,2013,Homem,Total,Fundamental completo ou equivalente,"R$ 1.838,47"
Fortaleza,2013,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.270,97"
Fortaleza,2013,Homem,Total,Médio incompleto ou equivalente,"R$ 1.424,22"
Fortaleza,2013,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.523,07"
Fortaleza,2013,Homem,Total,Médio completo ou equivalente,"R$ 2.387,80"
Fortaleza,2013,Mulher,Total,Médio completo ou equivalente,"R$ 1.700,09"
Fortaleza,2013,Homem,Total,Superior incompleto ou equivalente,"R$ 3.366,43"
Fortaleza,2013,Mulher,Total,Superior incompleto ou equivalente,"R$ 2.839,81"
Fortaleza,2013,Homem,Total,Superior completo,"R$ 9.808,65"
Fortaleza,2013,Mulher,Total,Superior completo,"R$ 5.560,88"
Fortaleza,2014,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.364,14"
Fortaleza,2014,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.003,77"
Fortaleza,2014,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.861,89"
Fortaleza,2014,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 1.161,89"
Fortaleza,2014,Homem,Total,Fundamental completo ou equivalente,"R$ 1.929,87"
Fortaleza,2014,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.272,28"
Fortaleza,2014,Homem,Total,Médio incompleto ou equivalente,"R$ 1.893,43"
Fortaleza,2014,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.217,30"
Fortaleza,2014,Homem,Total,Médio completo ou equivalente,"R$ 2.646,30"
Fortaleza,2014,Mulher,Total,Médio completo ou equivalente,"R$ 1.799,14"
Fortaleza,2014,Homem,Total,Superior incompleto ou equivalente,"R$ 3.187,30"
Fortaleza,2014,Mulher,Total,Superior incompleto ou equivalente,"R$ 1.664,05"
Fortaleza,2014,Homem,Total,Superior completo,"R$ 9.686,33"
Fortaleza,2014,Mulher,Total,Superior completo,"R$ 4.885,09"
Fortaleza,2015,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.383,62"
Fortaleza,2015,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.190,85"
Fortaleza,2015,Homem,Total,Fundamental incompleto ou equivalente,"R$ 2.106,79"
Fortaleza,2015,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 1.129,11"
Fortaleza,2015,Homem,Total,Fundamental completo ou equivalente,"R$ 1.797,74"
Fortaleza,2015,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.234,43"
Fortaleza,2015,Homem,Total,Médio incompleto ou equivalente,"R$ 1.997,91"
Fortaleza,2015,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.564,97"
Fortaleza,2015,Homem,Total,Médio completo ou equivalente,"R$ 2.709,46"
Fortaleza,2015,Mulher,Total,Médio completo ou equivalente,"R$ 1.682,37"
Fortaleza,2015,Homem,Total,Superior incompleto ou equivalente,"R$ 3.944,02"
Fortaleza,2015,Mulher,Total,Superior incompleto ou equivalente,"R$ 1.858,95"
Fortaleza,2015,Homem,Total,Superior completo,"R$ 7.709,46"
Fortaleza,2015,Mulher,Total,Superior completo,"R$ 6.064,51"
Fortaleza,2016,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.291,48"
Fortaleza,2016,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.182,48"
Fortaleza,2016,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.623,56"
Fortaleza,2016,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 1.069,39"
Fortaleza,2016,Homem,Total,Fundamental completo ou equivalente,"R$ 1.903,72"
Fortaleza,2016,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.383,94"
Fortaleza,2016,Homem,Total,Médio incompleto ou equivalente,"R$ 1.796,82"
Fortaleza,2016,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.108,09"
Fortaleza,2016,Homem,Total,Médio completo ou equivalente,"R$ 2.730,97"
Fortaleza,2016,Mulher,Total,Médio completo ou equivalente,"R$ 1.590,88"
Fortaleza,2016,Homem,Total,Superior incompleto ou equivalente,"R$ 3.258,93"
Fortaleza,2016,Mulher,Total,Superior incompleto ou equivalente,"R$ 1.887,75"
Fortaleza,2016,Homem,Total,Superior completo,"R$ 8.303,57"
Fortaleza,2016,Mulher,Total,Superior completo,"R$ 5.438,46"
Fortaleza,2017,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.429,88"
Fortaleza,2017,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.083,11"
Fortaleza,2017,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.477,58"
Fortaleza,2017,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 982,85"
Fortaleza,2017,Homem,Total,Fundamental completo ou equivalente,"R$ 1.739,89"
Fortaleza,2017,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.140,31"
Fortaleza,2017,Homem,Total,Médio incompleto ou equivalente,"R$ 1.810,71"
Fortaleza,2017,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.041,98"
Fortaleza,2017,Homem,Total,Médio completo ou equivalente,"R$ 2.415,34"
Fortaleza,2017,Mulher,Total,Médio completo ou equivalente,"R$ 1.430,27"
Fortaleza,2017,Homem,Total,Superior incompleto ou equivalente,"R$ 4.081,76"
Fortaleza,2017,Mulher,Total,Superior incompleto ou equivalente,"R$ 2.193,08"
Fortaleza,2017,Homem,Total,Superior completo,"R$ 8.676,40"
Fortaleza,2017,Mulher,Total,Superior completo,"R$ 5.757,94"
Fortaleza,2018,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.330,99"
Fortaleza,2018,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.082,23"
Fortaleza,2018,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.483,54"
Fortaleza,2018,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 1.018,01"
Fortaleza,2018,Homem,Total,Fundamental completo ou equivalente,"R$ 1.643,30"
Fortaleza,2018,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.078,65"
Fortaleza,2018,Homem,Total,Médio incompleto ou equivalente,"R$ 1.407,73"
Fortaleza,2018,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.023,77"
Fortaleza,2018,Homem,Total,Médio completo ou equivalente,"R$ 2.076,95"
Fortaleza,2018,Mulher,Total,Médio completo ou equivalente,"R$ 1.589,16"
Fortaleza,2018,Homem,Total,Superior incompleto ou equivalente,"R$ 3.491,43"
Fortaleza,2018,Mulher,Total,Superior incompleto ou equivalente,"R$ 1.766,85"
Fortaleza,2018,Homem,Total,Superior completo,"R$ 8.756,99"
Fortaleza,2018,Mulher,Total,Superior completo,"R$ 4.884,15"
Fortaleza,2019,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 3.973,93"
Fortaleza,2019,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 857,63"
Fortaleza,2019,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.541,11"
Fortaleza,2019,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 1.055,74"
Fortaleza,2019,Homem,Total,Fundamental completo ou equivalente,"R$ 1.702,02"
Fortaleza,2019,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.261,50"
Fortaleza,2019,Homem,Total,Médio incompleto ou equivalente,"R$ 1.644,28"
Fortaleza,2019,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.055,99"
Fortaleza,2019,Homem,Total,Médio completo ou equivalente,"R$ 2.149,49"
Fortaleza,2019,Mulher,Total,Médio completo ou equivalente,"R$ 1.515,87"
Fortaleza,2019,Homem,Total,Superior incompleto ou equivalente,"R$ 2.838,45"
Fortaleza,2019,Mulher,Total,Superior incompleto ou equivalente,"R$ 1.967,62"
Fortaleza,2019,Homem,Total,Superior completo,"R$ 8.944,58"
Fortaleza,2019,Mulher,Total,Superior completo,"R$ 5.658,48"
Fortaleza,2020,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.323,66"
Fortaleza,2020,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 786,68"
Fortaleza,2020,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.754,69"
Fortaleza,2020,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 977,10"
Fortaleza,2020,Homem,Total,Fundamental completo ou equivalente,"R$ 1.393,49"
Fortaleza,2020,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.194,00"
Fortaleza,2020,Homem,Total,Médio incompleto ou equivalente,"R$ 1.406,69"
Fortaleza,2020,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.330,31"
Fortaleza,2020,Homem,Total,Médio completo ou equivalente,"R$ 2.328,63"
Fortaleza,2020,Mulher,Total,Médio completo ou equivalente,"R$ 1.420,37"
Fortaleza,2020,Homem,Total,Superior incompleto ou equivalente,"R$ 2.410,68"
Fortaleza,2020,Mulher,Total,Superior incompleto ou equivalente,"R$ 1.677,11"
Fortaleza,2020,Homem,Total,Superior completo,"R$ 8.564,37"
Fortaleza,2020,Mulher,Total,Superior completo,"R$ 5.370,97"
Fortaleza,2021,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.474,56"
Fortaleza,2021,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 827,11"
Fortaleza,2021,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.306,11"
Fortaleza,2021,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 1.112,64"
Fortaleza,2021,Homem,Total,Fundamental completo ou equivalente,"R$ 2.823,79"
Fortaleza,2021,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.271,72"
Fortaleza,2021,Homem,Total,Médio incompleto ou equivalente,"R$ 1.562,42"
Fortaleza,2021,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.036,60"
Fortaleza,2021,Homem,Total,Médio completo ou equivalente,"R$ 1.828,27"
Fortaleza,2021,Mulher,Total,Médio completo ou equivalente,"R$ 1.479,68"
Fortaleza,2021,Homem,Total,Superior incompleto ou equivalente,"R$ 2.677,83"
Fortaleza,2021,Mulher,Total,Superior incompleto ou equivalente,"R$ 1.764,96"
Fortaleza,2021,Homem,Total,Superior completo,"R$ 7.441,18"
Fortaleza,2021,Mulher,Total,Superior completo,"R$ 5.597,44"
Fortaleza,2022,Homem,Total,Sem instrução e menos de 1 ano de estudo,"R$ 1.107,33"
Fortaleza,2022,Mulher,Total,Sem instrução e menos de 1 ano de estudo,"R$ 813,11"
Fortaleza,2022,Homem,Total,Fundamental incompleto ou equivalente,"R$ 1.380,22"
Fortaleza,2022,Mulher,Total,Fundamental incompleto ou equivalente,"R$ 896,49"
Fortaleza,2022,Homem,Total,Fundamental completo ou equivalente,"R$ 1.459,50"
Fortaleza,2022,Mulher,Total,Fundamental completo ou equivalente,"R$ 1.072,83"
Fortaleza,2022,Homem,Total,Médio incompleto ou equivalente,"R$ 1.576,42"
Fortaleza,2022,Mulher,Total,Médio incompleto ou equivalente,"R$ 1.003,41"
Fortaleza,2022,Homem,Total,Médio completo ou equivalente,"R$ 2.164,21"
Fortaleza,2022,Mulher,Total,Médio completo ou equivalente,"R$ 1.375,99"
Fortaleza,2022,Homem,Total,Superior incompleto ou equivalente,"R$ 2.451,64"
Fortaleza,2022,Mulher,Total,Superior incompleto ou equivalente,"R$ 1.766,79"
Fortaleza,2022,Homem,Total,Superior completo,"R$ 6.213,15"
Fortaleza,2022,Mulher,Total,Superior completo,"R$ 4.870,36"
Fortaleza,2017,Mulher,Total,Total,"R$ 2.291,79"
Fortaleza,2017,Total,Branca,Total,"R$ 4.076,49"
Fortaleza,2017,Total,Outros,Total,"R$ 3.028,32"
Fortaleza,2017,Total,Parda,Total,"R$ 2.304,12"
Fortaleza,2017,Total,Preta,Total,"R$ 1.940,59"
Fortaleza,2017,Homem,Branca,Total,"R$ 4.745,55"
Fortaleza,2017,Mulher,Branca,Total,"R$ 3.325,13"
Fortaleza,2017,Homem,Outros,Total,"R$ 3.863,18"
Fortaleza,2017,Mulher,Outros,Total,"R$ 2.395,68"
Fortaleza,2017,Homem,Parda,Total,"R$ 2.761,50"
Fortaleza,2017,Mulher,Parda,Total,"R$ 1.689,16"
Fortaleza,2017,Homem,Preta,Total,"R$ 1.712,06"
Fortaleza,2017,Mulher,Preta,Total,"R$ 2.389,27"
Fortaleza,2018,Total,Total,Total,"R$ 2.759,22"
Fortaleza,2018,Homem,Total,Total,"R$ 3.233,67"
Fortaleza,2018,Mulher,Total,Total,"R$ 2.205,82"
Fortaleza,2018,Total,Branca,Total,"R$ 3.929,46"
Fortaleza,2018,Total,Outros,Total,"R$ 5.960,18"
Fortaleza,2018,Total,Parda,Total,"R$ 2.195,11"
Fortaleza,2018,Total,Preta,Total,"R$ 1.793,85"
Fortaleza,2018,Homem,Branca,Total,"R$ 4.885,45"
Fortaleza,2018,Mulher,Branca,Total,"R$ 2.923,85"
Fortaleza,2018,Homem,Outros,Total,"R$ 4.586,38"
Fortaleza,2018,Mulher,Outros,Total,"R$ 6.817,94"
Fortaleza,2018,Homem,Parda,Total,"R$ 2.532,31"
Fortaleza,2018,Mulher,Parda,Total,"R$ 1.774,91"
Fortaleza,2018,Homem,Preta,Total,"R$ 2.008,58"
Fortaleza,2018,Mulher,Preta,Total,"R$ 1.545,48"
Fortaleza,2019,Total,Total,Total,"R$ 3.006,59"
Fortaleza,2019,Homem,Total,Total,"R$ 3.403,61"
Fortaleza,2019,Mulher,Total,Total,"R$ 2.551,30"
Fortaleza,2019,Total,Branca,Total,"R$ 4.428,33"
Fortaleza,2019,Total,Outros,Total,"R$ 2.650,45"
Fortaleza,2019,Total,Parda,Total,"R$ 2.372,36"
Fortaleza,2019,Total,Preta,Total,"R$ 2.325,75"
Fortaleza,2019,Homem,Branca,Total,"R$ 5.360,64"
Fortaleza,2019,Mulher,Branca,Total,"R$ 3.569,81"
Fortaleza,2019,Homem,Outros,Total,"R$ 2.980,05"
Fortaleza,2019,Mulher,Outros,Total,"R$ 2.144,14"
Fortaleza,2019,Homem,Parda,Total,"R$ 2.704,54"
Fortaleza,2019,Mulher,Parda,Total,"R$ 1.962,50"
Fortaleza,2019,Homem,Preta,Total,"R$ 2.179,35"
Fortaleza,2019,Mulher,Preta,Total,"R$ 2.559,47"
Fortaleza,2020,Total,Total,Total,"R$ 3.329,66"
Fortaleza,2020,Homem,Total,Total,"R$ 3.740,11"
Fortaleza,2020,Mulher,Total,Total,"R$ 2.820,79"
Fortaleza,2020,Total,Branca,Total,"R$ 5.128,60"
Fortaleza,2020,Total,Outros,Total,"R$ 1.442,61"
