local,ano,genero,raça,nível_ensino,rend_real_habitual
Fortaleza,2018,Mulher,Parda,Médio incompleto ou equivalente,"R$ 1.032,20"
Fortaleza,2018,Mulher,Preta,Médio incompleto ou equivalente,"R$ 1.158,78"
Fortaleza,2018,Homem,Branca,Médio completo ou equivalente,"R$ 2.130,56"
Fortaleza,2018,Homem,Outros,Médio completo ou equivalente,"R$ 2.227,40"
Fortaleza,2018,Homem,Parda,Médio completo ou equivalente,"R$ 2.093,20"
Fortaleza,2018,Homem,Preta,Médio completo ou equivalente,"R$ 1.701,60"
Fortaleza,2018,Mulher,Branca,Médio completo ou equivalente,"R$ 1.661,20"
Fortaleza,2018,Mulher,Outros,Médio completo ou equivalente,"R$ 2.919,00"
Fortaleza,2018,Mulher,Parda,Médio completo ou equivalente,"R$ 1.499,23"
Fortaleza,2018,Mulher,Preta,Médio completo ou equivalente,"R$ 1.731,06"
Fortaleza,2018,Homem,Branca,Superior incompleto ou equivalente,"R$ 3.823,75"
Fortaleza,2018,Homem,Outros,Superior incompleto ou equivalente,"R$ 5.199,32"
Fortaleza,2018,Homem,Parda,Superior incompleto ou equivalente,"R$ 3.354,62"
Fortaleza,2018,Homem,Preta,Superior incompleto ou equivalente,"R$ 1.258,07"
Fortaleza,2018,Mulher,Branca,Superior incompleto ou equivalente,"R$ 1.805,70"
Fortaleza,2018,Mulher,Outros,Superior incompleto ou equivalente,"R$ 3.940,47"
Fortaleza,2018,Mulher,Parda,Superior incompleto ou equivalente,"R$ 1.729,35"
Fortaleza,2018,Mulher,Preta,Superior incompleto ou equivalente,"R$ 870,62"
Fortaleza,2018,Homem,Branca,Superior completo,"R$ 10.523,99"
Fortaleza,2018,Homem,Outros,Superior completo,"R$ 12.998,31"
Fortaleza,2018,Homem,Parda,Superior completo,"R$ 6.706,61"
Fortaleza,2018,Homem,Preta,Superior completo,"R$ 6.015,17"
Fortaleza,2018,Mulher,Branca,Superior completo,"R$ 5.699,06"
Fortaleza,2018,Mulher,Outros,Superior completo,"R$ 10.241,08"
Fortaleza,2018,Mulher,Parda,Superior completo,"R$ 3.821,26"
Fortaleza,2018,Mulher,Preta,Superior completo,"R$ 4.139,74"
Fortaleza,2019,Homem,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 1.352,90"
Fortaleza,2019,Homem,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 4.785,48"
Fortaleza,2019,Homem,Preta,Sem instrução e menos de 1 ano de estudo,"R$ 1.736,24"
Fortaleza,2019,Mulher,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 1.090,39"
Fortaleza,2019,Mulher,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 805,80"
Fortaleza,2019,Mulher,Preta,Sem instrução e menos de 1 ano de estudo,"R$ 718,72"
Fortaleza,2019,Homem,Branca,Fundamental incompleto ou equivalente,"R$ 1.842,29"
Fortaleza,2019,Homem,Outros,Fundamental incompleto ou equivalente,"R$ 380,85"
Fortaleza,2019,Homem,Parda,Fundamental incompleto ou equivalente,"R$ 1.497,16"
Fortaleza,2019,Homem,Preta,Fundamental incompleto ou equivalente,"R$ 1.376,78"
Fortaleza,2019,Mulher,Branca,Fundamental incompleto ou equivalente,"R$ 1.101,46"
Fortaleza,2019,Mulher,Outros,Fundamental incompleto ou equivalente,"R$ 1.238,82"
Fortaleza,2019,Mulher,Parda,Fundamental incompleto ou equivalente,"R$ 1.024,28"
Fortaleza,2019,Mulher,Preta,Fundamental incompleto ou equivalente,"R$ 1.219,50"
Fortaleza,2019,Homem,Branca,Fundamental completo ou equivalente,"R$ 2.753,97"
Fortaleza,2019,Homem,Outros,Fundamental completo ou equivalente,"R$ 1.206,04"
Fortaleza,2019,Homem,Parda,Fundamental completo ou equivalente,"R$ 1.436,77"
Fortaleza,2019,Homem,Preta,Fundamental completo ou equivalente,"R$ 1.853,17"
Fortaleza,2019,Mulher,Branca,Fundamental completo ou equivalente,"R$ 1.177,62"
Fortaleza,2019,Mulher,Parda,Fundamental completo ou equivalente,"R$ 1.269,57"
Fortaleza,2019,Mulher,Preta,Fundamental completo ou equivalente,"R$ 1.915,69"
Fortaleza,2019,Homem,Branca,Médio incompleto ou equivalente,"R$ 1.766,90"
Fortaleza,2019,Homem,Outros,Médio incompleto ou equivalente,"R$ 1.386,53"
Fortaleza,2019,Homem,Parda,Médio incompleto ou equivalente,"R$ 1.647,15"
Fortaleza,2019,Homem,Preta,Médio incompleto ou equivalente,"R$ 1.492,48"
Fortaleza,2019,Mulher,Branca,Médio incompleto ou equivalente,"R$ 987,85"
Fortaleza,2019,Mulher,Parda,Médio incompleto ou equivalente,"R$ 1.045,28"
Fortaleza,2019,Mulher,Preta,Médio incompleto ou equivalente,"R$ 1.555,59"
Fortaleza,2019,Homem,Branca,Médio completo ou equivalente,"R$ 2.322,86"
Fortaleza,2019,Homem,Outros,Médio completo ou equivalente,"R$ 1.776,82"
Fortaleza,2019,Homem,Parda,Médio completo ou equivalente,"R$ 2.145,29"
Fortaleza,2019,Homem,Preta,Médio completo ou equivalente,"R$ 1.611,77"
Fortaleza,2019,Mulher,Branca,Médio completo ou equivalente,"R$ 1.570,93"
Fortaleza,2019,Mulher,Outros,Médio completo ou equivalente,"R$ 2.607,27"
Fortaleza,2019,Mulher,Parda,Médio completo ou equivalente,"R$ 1.458,09"
Fortaleza,2019,Mulher,Preta,Médio completo ou equivalente,"R$ 1.677,24"
Fortaleza,2019,Homem,Branca,Superior incompleto ou equivalente,"R$ 2.492,13"
Fortaleza,2019,Homem,Outros,Superior incompleto ou equivalente,"R$ 1.142,56"
Fortaleza,2019,Homem,Parda,Superior incompleto ou equivalente,"R$ 3.239,37"
Fortaleza,2019,Homem,Preta,Superior incompleto ou equivalente,"R$ 1.400,39"
Fortaleza,2019,Mulher,Branca,Superior incompleto ou equivalente,"R$ 1.843,06"
Fortaleza,2019,Mulher,Parda,Superior incompleto ou equivalente,"R$ 2.049,99"
Fortaleza,2019,Mulher,Preta,Superior incompleto ou equivalente,"R$ 1.596,17"
Fortaleza,2019,Homem,Branca,Superior completo,"R$ 11.702,92"
Fortaleza,2019,Homem,Outros,Superior completo,"R$ 8.053,72"
Fortaleza,2019,Homem,Parda,Superior completo,"R$ 6.703,30"
Fortaleza,2019,Homem,Preta,Superior completo,"R$ 5.879,68"
Fortaleza,2019,Mulher,Branca,Superior completo,"R$ 6.658,80"
Fortaleza,2019,Mulher,Parda,Superior completo,"R$ 4.369,98"
Fortaleza,2019,Mulher,Preta,Superior completo,"R$ 6.784,78"
Fortaleza,2020,Homem,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 967,31"
Fortaleza,2020,Homem,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 1.325,93"
Fortaleza,2020,Homem,Preta,Sem instrução e menos de 1 ano de estudo,"R$ 1.678,57"
Fortaleza,2020,Mulher,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 698,53"
Fortaleza,2020,Mulher,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 768,03"
Fortaleza,2020,Mulher,Preta,Sem instrução e menos de 1 ano de estudo,"R$ 1.451,21"
Fortaleza,2020,Homem,Branca,Fundamental incompleto ou equivalente,"R$ 2.678,45"
Fortaleza,2020,Homem,Outros,Fundamental incompleto ou equivalente,"R$ 1.252,93"
Fortaleza,2020,Homem,Parda,Fundamental incompleto ou equivalente,"R$ 1.567,37"
Fortaleza,2020,Homem,Preta,Fundamental incompleto ou equivalente,"R$ 1.402,72"
Fortaleza,2020,Mulher,Branca,Fundamental incompleto ou equivalente,"R$ 1.121,27"
Fortaleza,2020,Mulher,Parda,Fundamental incompleto ou equivalente,"R$ 932,27"
Fortaleza,2020,Mulher,Preta,Fundamental incompleto ou equivalente,"R$ 1.117,89"
Fortaleza,2020,Homem,Branca,Fundamental completo ou equivalente,"R$ 2.071,11"
Fortaleza,2020,Homem,Parda,Fundamental completo ou equivalente,"R$ 1.209,02"
Fortaleza,2020,Homem,Preta,Fundamental completo ou equivalente,"R$ 1.457,03"
Fortaleza,2020,Mulher,Branca,Fundamental completo ou equivalente,"R$ 1.481,87"
Fortaleza,2020,Mulher,Outros,Fundamental completo ou equivalente,"R$ 1.224,15"
Fortaleza,2020,Mulher,Parda,Fundamental completo ou equivalente,"R$ 1.056,46"
Fortaleza,2020,Homem,Branca,Médio incompleto ou equivalente,"R$ 1.457,74"
Fortaleza,2020,Homem,Parda,Médio incompleto ou equivalente,"R$ 1.314,24"
Fortaleza,2020,Homem,Preta,Médio incompleto ou equivalente,"R$ 1.900,18"
Fortaleza,2020,Mulher,Branca,Médio incompleto ou equivalente,"R$ 1.386,58"
Fortaleza,2020,Mulher,Parda,Médio incompleto ou equivalente,"R$ 1.312,44"
Fortaleza,2020,Homem,Branca,Médio completo ou equivalente,"R$ 2.420,54"
Fortaleza,2020,Homem,Parda,Médio completo ou equivalente,"R$ 2.402,80"
Fortaleza,2020,Homem,Preta,Médio completo ou equivalente,"R$ 1.556,14"
Fortaleza,2020,Mulher,Branca,Médio completo ou equivalente,"R$ 1.592,74"
Fortaleza,2020,Mulher,Outros,Médio completo ou equivalente,"R$ 1.721,06"
Fortaleza,2020,Mulher,Parda,Médio completo ou equivalente,"R$ 1.360,53"
Fortaleza,2020,Mulher,Preta,Médio completo ou equivalente,"R$ 1.190,17"
Fortaleza,2020,Homem,Branca,Superior incompleto ou equivalente,"R$ 2.992,20"
Fortaleza,2020,Homem,Outros,Superior incompleto ou equivalente,"R$ 1.264,38"
Fortaleza,2020,Homem,Parda,Superior incompleto ou equivalente,"R$ 2.119,32"
Fortaleza,2020,Homem,Preta,Superior incompleto ou equivalente,"R$ 5.445,28"
Fortaleza,2020,Mulher,Branca,Superior incompleto ou equivalente,"R$ 1.490,45"
Fortaleza,2020,Mulher,Parda,Superior incompleto ou equivalente,"R$ 1.776,54"
Fortaleza,2020,Mulher,Preta,Superior incompleto ou equivalente,"R$ 1.007,96"
Fortaleza,2020,Homem,Branca,Superior completo,"R$ 10.961,87"
Fortaleza,2020,Homem,Parda,Superior completo,"R$ 6.290,15"
Fortaleza,2020,Homem,Preta,Superior completo,"R$ 4.959,91"
Fortaleza,2020,Mulher,Branca,Superior completo,"R$ 5.740,81"
Fortaleza,2020,Mulher,Parda,Superior completo,"R$ 4.936,87"
Fortaleza,2020,Mulher,Preta,Superior completo,"R$ 4.678,80"
Fortaleza,2021,Homem,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 1.997,43"
Fortaleza,2021,Homem,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 1.402,92"
Fortaleza,2021,Homem,Preta,Sem instrução e menos de 1 ano de estudo,"R$ 1.211,13"
Fortaleza,2021,Mulher,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 1.160,51"
Fortaleza,2021,Mulher,Outros,Sem instrução e menos de 1 ano de estudo,"R$ 525,45"
Fortaleza,2021,Mulher,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 494,29"
Fortaleza,2021,Mulher,Preta,Sem instrução e menos de 1 ano de estudo,"R$ 1.261,07"
Fortaleza,2021,Homem,Branca,Fundamental incompleto ou equivalente,"R$ 1.176,85"
Fortaleza,2021,Homem,Outros,Fundamental incompleto ou equivalente,"R$ 1.136,13"
Fortaleza,2021,Homem,Parda,Fundamental incompleto ou equivalente,"R$ 1.367,19"
Fortaleza,2021,Homem,Preta,Fundamental incompleto ou equivalente,"R$ 1.212,72"
Fortaleza,2021,Mulher,Branca,Fundamental incompleto ou equivalente,"R$ 454,21"
Fortaleza,2021,Mulher,Outros,Fundamental incompleto ou equivalente,"R$ 3.408,40"
Fortaleza,2021,Mulher,Parda,Fundamental incompleto ou equivalente,"R$ 1.094,10"
Fortaleza,2021,Mulher,Preta,Fundamental incompleto ou equivalente,"R$ 734,66"
Fortaleza,2021,Homem,Branca,Fundamental completo ou equivalente,"R$ 2.604,10"
Fortaleza,2021,Homem,Parda,Fundamental completo ou equivalente,"R$ 3.106,31"
Fortaleza,2021,Homem,Preta,Fundamental completo ou equivalente,"R$ 1.204,95"
Fortaleza,2021,Mulher,Branca,Fundamental completo ou equivalente,"R$ 1.325,49"
Fortaleza,2021,Mulher,Outros,Fundamental completo ou equivalente,"R$ 1.155,98"
Fortaleza,2021,Mulher,Parda,Fundamental completo ou equivalente,"R$ 1.287,15"
Fortaleza,2021,Mulher,Preta,Fundamental completo ou equivalente,"R$ 961,28"
Fortaleza,2021,Homem,Branca,Médio incompleto ou equivalente,"R$ 1.398,06"
Fortaleza,2021,Homem,Parda,Médio incompleto ou equivalente,"R$ 1.499,22"
Fortaleza,2021,Homem,Preta,Médio incompleto ou equivalente,"R$ 2.764,81"
Fortaleza,2021,Mulher,Branca,Médio incompleto ou equivalente,"R$ 911,59"
Fortaleza,2021,Mulher,Parda,Médio incompleto ou equivalente,"R$ 1.048,53"
Fortaleza,2021,Mulher,Preta,Médio incompleto ou equivalente,"R$ 1.156,05"
Fortaleza,2021,Homem,Branca,Médio completo ou equivalente,"R$ 1.987,05"
Fortaleza,2021,Homem,Parda,Médio completo ou equivalente,"R$ 1.776,95"
Fortaleza,2021,Homem,Preta,Médio completo ou equivalente,"R$ 1.827,20"
Fortaleza,2021,Mulher,Branca,Médio completo ou equivalente,"R$ 2.218,77"
Fortaleza,2021,Mulher,Outros,Médio completo ou equivalente,"R$ 1.480,03"
Fortaleza,2021,Mulher,Parda,Médio completo ou equivalente,"R$ 1.274,16"
Fortaleza,2021,Mulher,Preta,Médio completo ou equivalente,"R$ 1.227,80"
Fortaleza,2021,Homem,Branca,Superior incompleto ou equivalente,"R$ 1.912,93"
Fortaleza,2021,Homem,Outros,Superior incompleto ou equivalente,"R$ 1.704,20"
Fortaleza,2021,Homem,Parda,Superior incompleto ou equivalente,"R$ 3.358,81"
Fortaleza,2021,Homem,Preta,Superior incompleto ou equivalente,"R$ 3.691,24"
Fortaleza,2021,Mulher,Branca,Superior incompleto ou equivalente,"R$ 1.373,19"
Fortaleza,2021,Mulher,Outros,Superior incompleto ou equivalente,"R$ 7.356,26"
Fortaleza,2021,Mulher,Parda,Superior incompleto ou equivalente,"R$ 1.687,26"
Fortaleza,2021,Mulher,Preta,Superior incompleto ou equivalente,"R$ 1.620,93"
Fortaleza,2021,Homem,Branca,Superior completo,"R$ 8.761,40"
Fortaleza,2021,Homem,Parda,Superior completo,"R$ 7.032,21"
Fortaleza,2021,Homem,Preta,Superior completo,"R$ 4.307,31"
Fortaleza,2021,Mulher,Branca,Superior completo,"R$ 6.248,32"
Fortaleza,2021,Mulher,Outros,Superior completo,"R$ 5.363,99"
Fortaleza,2021,Mulher,Parda,Superior completo,"R$ 5.406,49"
Fortaleza,2021,Mulher,Preta,Superior completo,"R$ 2.401,55"
Fortaleza,2022,Homem,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 1.218,52"
Fortaleza,2022,Homem,Outros,Sem instrução e menos de 1 ano de estudo,"R$ 890,81"
Fortaleza,2022,Homem,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 1.090,32"
Fortaleza,2022,Homem,Preta,Sem instrução e menos de 1 ano de estudo,"R$ 717,38"
Fortaleza,2022,Mulher,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 903,22"
Fortaleza,2022,Mulher,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 712,16"
Fortaleza,2022,Homem,Branca,Fundamental incompleto ou equivalente,"R$ 1.425,98"
Fortaleza,2022,Homem,Outros,Fundamental incompleto ou equivalente,"R$ 2.432,32"
Fortaleza,2022,Homem,Parda,Fundamental incompleto ou equivalente,"R$ 1.353,26"
Fortaleza,2022,Homem,Preta,Fundamental incompleto ou equivalente,"R$ 1.268,68"
Fortaleza,2022,Mulher,Branca,Fundamental incompleto ou equivalente,"R$ 888,44"
Fortaleza,2022,Mulher,Outros,Fundamental incompleto ou equivalente,"R$ 119,02"
Fortaleza,2022,Mulher,Parda,Fundamental incompleto ou equivalente,"R$ 918,37"
Fortaleza,2022,Mulher,Preta,Fundamental incompleto ou equivalente,"R$ 973,87"
Fortaleza,2022,Homem,Branca,Fundamental completo ou equivalente,"R$ 999,57"
Fortaleza,2022,Homem,Outros,Fundamental completo ou equivalente,"R$ 1.201,73"
Fortaleza,2022,Homem,Parda,Fundamental completo ou equivalente,"R$ 1.620,89"
Fortaleza,2022,Homem,Preta,Fundamental completo ou equivalente,"R$ 1.553,55"
Fortaleza,2022,Mulher,Branca,Fundamental completo ou equivalente,"R$ 1.149,15"
Fortaleza,2022,Mulher,Parda,Fundamental completo ou equivalente,"R$ 1.050,46"
Fortaleza,2022,Mulher,Preta,Fundamental completo ou equivalente,"R$ 1.041,07"
Fortaleza,2022,Homem,Branca,Médio incompleto ou equivalente,"R$ 1.692,45"
Fortaleza,2022,Homem,Outros,Médio incompleto ou equivalente,"R$ 1.209,66"
Fortaleza,2022,Homem,Parda,Médio incompleto ou equivalente,"R$ 1.501,00"
Fortaleza,2022,Homem,Preta,Médio incompleto ou equivalente,"R$ 1.783,02"
Fortaleza,2022,Mulher,Branca,Médio incompleto ou equivalente,"R$ 1.014,84"
Fortaleza,2022,Mulher,Parda,Médio incompleto ou equivalente,"R$ 958,16"
Fortaleza,2022,Mulher,Preta,Médio incompleto ou equivalente,"R$ 1.430,64"
Fortaleza,2022,Homem,Branca,Médio completo ou equivalente,"R$ 1.899,81"
Fortaleza,2022,Homem,Outros,Médio completo ou equivalente,"R$ 1.587,07"
Fortaleza,2022,Homem,Parda,Médio completo ou equivalente,"R$ 1.803,39"
Fortaleza,2022,Homem,Preta,Médio completo ou equivalente,"R$ 4.742,34"
Fortaleza,2022,Mulher,Branca,Médio completo ou equivalente,"R$ 1.431,95"
Fortaleza,2022,Mulher,Outros,Médio completo ou equivalente,"R$ 1.143,17"
Fortaleza,2022,Mulher,Parda,Médio completo ou equivalente,"R$ 1.369,88"
Fortaleza,2022,Mulher,Preta,Médio completo ou equivalente,"R$ 1.290,80"
Fortaleza,2022,Homem,Branca,Superior incompleto ou equivalente,"R$ 2.771,37"
Fortaleza,2022,Homem,Outros,Superior incompleto ou equivalente,"R$ 198,93"
Fortaleza,2022,Homem,Parda,Superior incompleto ou equivalente,"R$ 2.247,36"
Fortaleza,2022,Homem,Preta,Superior incompleto ou equivalente,"R$ 2.800,60"
Fortaleza,2022,Mulher,Branca,Superior incompleto ou equivalente,"R$ 1.641,26"
Fortaleza,2022,Mulher,Outros,Superior incompleto ou equivalente,"R$ 676,70"
Fortaleza,2022,Mulher,Parda,Superior incompleto ou equivalente,"R$ 1.956,23"
Fortaleza,2022,Mulher,Preta,Superior incompleto ou equivalente,"R$ 512,41"
Fortaleza,2022,Homem,Branca,Superior completo,"R$ 7.566,60"
Fortaleza,2022,Homem,Parda,Superior completo,"R$ 4.626,07"
Fortaleza,2022,Homem,Preta,Superior completo,"R$ 5.402,24"
Fortaleza,2022,Mulher,Branca,Superior completo,"R$ 5.875,43"
Fortaleza,2022,Mulher,Outros,Superior completo,"R$ 10.906,75"
Fortaleza,2022,Mulher,Parda,Superior completo,"R$ 4.401,05"
Fortaleza,2022,Mulher,Preta,Superior completo,"R$ 3.095,90"
