local,raca_cor,ano,genero,idade,total_desocupacao
Fortaleza,Branca,2012,Total,60-65,0
Fortaleza,Branca,2012,Total,66+,0
Fortaleza,Branca,2013,Total,Total,26119
Fortaleza,Branca,2013,Masc,14-19,1805
Fortaleza,Branca,2013,Masc,20-29,4598
Fortaleza,Branca,2013,Masc,30-39,938
Fortaleza,Branca,2013,Masc,40-49,0
Fortaleza,Branca,2013,Masc,50-59,1272
Fortaleza,Branca,2013,Masc,60-65,0
Fortaleza,Branca,2013,Masc,66+,409
Fortaleza,Branca,2013,Fem,14-19,1885
Fortaleza,Branca,2013,Fem,20-29,7606
Fortaleza,Branca,2013,Fem,30-39,2163
Fortaleza,Branca,2013,Fem,40-49,3195
Fortaleza,Branca,2013,Fem,50-59,1822
Fortaleza,Branca,2013,Fem,60-65,0
Fortaleza,Branca,2013,Fem,66+,426
Fortaleza,Branca,2013,Masc,Total,9022
Fortaleza,Branca,2013,Fem,Total,17098
Fortaleza,Branca,2013,Total,14-19,3690
Fortaleza,Branca,2013,Total,20-29,12203
Fortaleza,Branca,2013,Total,30-39,3101
Fortaleza,Branca,2013,Total,40-49,3195
Fortaleza,Branca,2013,Total,50-59,3094
Fortaleza,Branca,2013,Total,60-65,0
Fortaleza,Branca,2013,Total,66+,836
Fortaleza,Branca,2014,Total,Total,32630
Fortaleza,Branca,2014,Masc,14-19,4349
Fortaleza,Branca,2014,Masc,20-29,5699
Fortaleza,Branca,2014,Masc,30-39,2904
Fortaleza,Branca,2014,Masc,40-49,1540
Fortaleza,Branca,2014,Masc,50-59,525
Fortaleza,Branca,2014,Masc,60-65,0
Fortaleza,Branca,2014,Masc,66+,0
Fortaleza,Branca,2014,Fem,14-19,5601
Fortaleza,Branca,2014,Fem,20-29,9146
Fortaleza,Branca,2014,Fem,30-39,1750
Fortaleza,Branca,2014,Fem,40-49,1002
Fortaleza,Branca,2014,Fem,50-59,114
Fortaleza,Branca,2014,Fem,60-65,0
Fortaleza,Branca,2014,Fem,66+,0
Fortaleza,Branca,2014,Masc,Total,15017
Fortaleza,Branca,2014,Fem,Total,17613
Fortaleza,Branca,2014,Total,14-19,9950
Fortaleza,Branca,2014,Total,20-29,14844
Fortaleza,Branca,2014,Total,30-39,4654
Fortaleza,Branca,2014,Total,40-49,2542
Fortaleza,Branca,2014,Total,50-59,639
Fortaleza,Branca,2014,Total,60-65,0
Fortaleza,Branca,2014,Total,66+,0
Fortaleza,Branca,2015,Total,Total,29544
Fortaleza,Branca,2015,Masc,14-19,7030
Fortaleza,Branca,2015,Masc,20-29,7167
Fortaleza,Branca,2015,Masc,30-39,1150
Fortaleza,Branca,2015,Masc,40-49,2814
Fortaleza,Branca,2015,Masc,50-59,341
Fortaleza,Branca,2015,Masc,60-65,0
Fortaleza,Branca,2015,Masc,66+,0
Fortaleza,Branca,2015,Fem,14-19,1417
Fortaleza,Branca,2015,Fem,20-29,4405
Fortaleza,Branca,2015,Fem,30-39,3776
Fortaleza,Branca,2015,Fem,40-49,1444
Fortaleza,Branca,2015,Fem,50-59,0
Fortaleza,Branca,2015,Fem,60-65,0
Fortaleza,Branca,2015,Fem,66+,0
Fortaleza,Branca,2015,Masc,Total,18502
Fortaleza,Branca,2015,Fem,Total,11042
Fortaleza,Branca,2015,Total,14-19,8447
Fortaleza,Branca,2015,Total,20-29,11572
Fortaleza,Branca,2015,Total,30-39,4926
Fortaleza,Branca,2015,Total,40-49,4258
Fortaleza,Branca,2015,Total,50-59,341
Fortaleza,Branca,2015,Total,60-65,0
Fortaleza,Branca,2015,Total,66+,0
Fortaleza,Branca,2016,Total,Total,38937
Fortaleza,Branca,2016,Masc,14-19,3703
Fortaleza,Branca,2016,Masc,20-29,6316
Fortaleza,Branca,2016,Masc,30-39,3916
Fortaleza,Branca,2016,Masc,40-49,942
Fortaleza,Branca,2016,Masc,50-59,0
Fortaleza,Branca,2016,Masc,60-65,0
Fortaleza,Branca,2016,Masc,66+,0
Fortaleza,Branca,2016,Fem,14-19,4107
Fortaleza,Branca,2016,Fem,20-29,12286
Fortaleza,Branca,2016,Fem,30-39,4364
Fortaleza,Branca,2016,Fem,40-49,1600
Fortaleza,Branca,2016,Fem,50-59,1703
Fortaleza,Branca,2016,Fem,60-65,0
Fortaleza,Branca,2016,Fem,66+,0
Fortaleza,Branca,2016,Masc,Total,14877
Fortaleza,Branca,2016,Fem,Total,24060
Fortaleza,Branca,2016,Total,14-19,7810
Fortaleza,Branca,2016,Total,20-29,18602
Fortaleza,Branca,2016,Total,30-39,8280
Fortaleza,Branca,2016,Total,40-49,2542
Fortaleza,Branca,2016,Total,50-59,1703
Fortaleza,Branca,2016,Total,60-65,0
Fortaleza,Branca,2016,Total,66+,0
Fortaleza,Branca,2017,Total,Total,57314
Fortaleza,Branca,2017,Masc,14-19,4559
Fortaleza,Branca,2017,Masc,20-29,20924
Fortaleza,Branca,2017,Masc,30-39,3168
Fortaleza,Branca,2017,Masc,40-49,3013
Fortaleza,Branca,2017,Masc,50-59,390
Fortaleza,Branca,2017,Masc,60-65,0
Fortaleza,Branca,2017,Masc,66+,0
Fortaleza,Branca,2017,Fem,14-19,2982
Fortaleza,Branca,2017,Fem,20-29,14074
Fortaleza,Branca,2017,Fem,30-39,5224
Fortaleza,Branca,2017,Fem,40-49,1838
Fortaleza,Branca,2017,Fem,50-59,1141
Fortaleza,Branca,2017,Fem,60-65,0
Fortaleza,Branca,2017,Fem,66+,0
Fortaleza,Branca,2017,Masc,Total,32053
Fortaleza,Branca,2017,Fem,Total,25261
Fortaleza,Branca,2017,Total,14-19,7541
Fortaleza,Branca,2017,Total,20-29,34998
Fortaleza,Branca,2017,Total,30-39,8393
Fortaleza,Branca,2017,Total,40-49,4851
Fortaleza,Branca,2017,Total,50-59,1531
Fortaleza,Branca,2017,Total,60-65,0
Fortaleza,Branca,2017,Total,66+,0
Fortaleza,Branca,2018,Total,Total,43530
Fortaleza,Branca,2018,Masc,14-19,2175
Fortaleza,Branca,2018,Masc,20-29,9044
Fortaleza,Branca,2018,Masc,30-39,5660
Fortaleza,Branca,2018,Masc,40-49,212
Fortaleza,Branca,2018,Masc,50-59,2172
Fortaleza,Branca,2018,Masc,60-65,330
Fortaleza,Branca,2018,Masc,66+,0
Fortaleza,Branca,2018,Fem,14-19,5006
Fortaleza,Branca,2018,Fem,20-29,9700
Fortaleza,Branca,2018,Fem,30-39,2233
Fortaleza,Branca,2018,Fem,40-49,4986
Fortaleza,Branca,2018,Fem,50-59,949
Fortaleza,Branca,2018,Fem,60-65,480
Fortaleza,Branca,2018,Fem,66+,583
Fortaleza,Branca,2018,Masc,Total,19594
Fortaleza,Branca,2018,Fem,Total,23936
Fortaleza,Branca,2018,Total,14-19,7181
Fortaleza,Branca,2018,Total,20-29,18744
Fortaleza,Branca,2018,Total,30-39,7894
Fortaleza,Branca,2018,Total,40-49,5198
Fortaleza,Branca,2018,Total,50-59,3121
Fortaleza,Branca,2018,Total,60-65,809
Fortaleza,Branca,2018,Total,66+,583
Fortaleza,Branca,2019,Total,Total,41299
Fortaleza,Branca,2019,Masc,14-19,7315
Fortaleza,Branca,2019,Masc,20-29,4938
Fortaleza,Branca,2019,Masc,30-39,2010
Fortaleza,Branca,2019,Masc,40-49,0
Fortaleza,Branca,2019,Masc,50-59,3210
Fortaleza,Branca,2019,Masc,60-65,0
Fortaleza,Branca,2019,Masc,66+,0
Fortaleza,Branca,2019,Fem,14-19,2876
Fortaleza,Branca,2019,Fem,20-29,9386
Fortaleza,Branca,2019,Fem,30-39,5754
Fortaleza,Branca,2019,Fem,40-49,3322
Fortaleza,Branca,2019,Fem,50-59,1404
Fortaleza,Branca,2019,Fem,60-65,1083
Fortaleza,Branca,2019,Fem,66+,0
Fortaleza,Branca,2019,Masc,Total,17474
Fortaleza,Branca,2019,Fem,Total,23826
Fortaleza,Branca,2019,Total,14-19,10191
Fortaleza,Branca,2019,Total,20-29,14324
Fortaleza,Branca,2019,Total,30-39,7764
Fortaleza,Branca,2019,Total,40-49,3322
Fortaleza,Branca,2019,Total,50-59,4614
Fortaleza,Branca,2019,Total,60-65,1083
Fortaleza,Branca,2019,Total,66+,0
Fortaleza,Branca,2020,Total,Total,36783
Fortaleza,Branca,2020,Masc,14-19,3794
Fortaleza,Branca,2020,Masc,20-29,6605
Fortaleza,Branca,2020,Masc,30-39,3483
Fortaleza,Branca,2020,Masc,40-49,603
Fortaleza,Branca,2020,Masc,50-59,1176
Fortaleza,Branca,2020,Masc,60-65,600
Fortaleza,Branca,2020,Masc,66+,0
Fortaleza,Branca,2020,Fem,14-19,614
Fortaleza,Branca,2020,Fem,20-29,11615
Fortaleza,Branca,2020,Fem,30-39,4659
Fortaleza,Branca,2020,Fem,40-49,2265
Fortaleza,Branca,2020,Fem,50-59,1369
Fortaleza,Branca,2020,Fem,60-65,0
Fortaleza,Branca,2020,Fem,66+,0
Fortaleza,Branca,2020,Masc,Total,16261
Fortaleza,Branca,2020,Fem,Total,20522
Fortaleza,Branca,2020,Total,14-19,4408
Fortaleza,Branca,2020,Total,20-29,18220
Fortaleza,Branca,2020,Total,30-39,8142
Fortaleza,Branca,2020,Total,40-49,2868
Fortaleza,Branca,2020,Total,50-59,2545
Fortaleza,Branca,2020,Total,60-65,600
Fortaleza,Branca,2020,Total,66+,0
Fortaleza,Branca,2021,Total,Total,39314
Fortaleza,Branca,2021,Masc,14-19,1069
Fortaleza,Branca,2021,Masc,20-29,8746
Fortaleza,Branca,2021,Masc,30-39,0
Fortaleza,Branca,2021,Masc,40-49,1175
Fortaleza,Branca,2021,Masc,50-59,0
Fortaleza,Branca,2021,Masc,60-65,391
Fortaleza,Branca,2021,Masc,66+,0
Fortaleza,Branca,2021,Fem,14-19,8328
Fortaleza,Branca,2021,Fem,20-29,7472
Fortaleza,Branca,2021,Fem,30-39,8036
Fortaleza,Branca,2021,Fem,40-49,3312
Fortaleza,Branca,2021,Fem,50-59,785
Fortaleza,Branca,2021,Fem,60-65,0
Fortaleza,Branca,2021,Fem,66+,0
Fortaleza,Branca,2021,Masc,Total,11381
Fortaleza,Branca,2021,Fem,Total,27933
Fortaleza,Branca,2021,Total,14-19,9397
Fortaleza,Branca,2021,Total,20-29,16218
Fortaleza,Branca,2021,Total,30-39,8036
Fortaleza,Branca,2021,Total,40-49,4487
Fortaleza,Branca,2021,Total,50-59,785
Fortaleza,Branca,2021,Total,60-65,391
Fortaleza,Branca,2021,Total,66+,0
Fortaleza,Branca,2022,Total,Total,35042
Fortaleza,Branca,2022,Masc,14-19,4773
Fortaleza,Branca,2022,Masc,20-29,11070
Fortaleza,Branca,2022,Masc,30-39,4188
Fortaleza,Branca,2022,Masc,40-49,1066
Fortaleza,Branca,2022,Masc,50-59,1173
Fortaleza,Branca,2022,Masc,60-65,1704
Fortaleza,Branca,2022,Masc,66+,181
Fortaleza,Branca,2022,Fem,14-19,3278
Fortaleza,Branca,2022,Fem,20-29,4447
Fortaleza,Branca,2022,Fem,30-39,1760
Fortaleza,Branca,2022,Fem,40-49,726
Fortaleza,Branca,2022,Fem,50-59,391
Fortaleza,Branca,2022,Fem,60-65,287
Fortaleza,Branca,2022,Fem,66+,0
Fortaleza,Branca,2022,Masc,Total,24154
Fortaleza,Branca,2022,Fem,Total,10888
Fortaleza,Branca,2022,Total,14-19,8050
Fortaleza,Branca,2022,Total,20-29,15517
Fortaleza,Branca,2022,Total,30-39,5947
Fortaleza,Branca,2022,Total,40-49,1792
Fortaleza,Branca,2022,Total,50-59,1564
Fortaleza,Branca,2022,Total,60-65,1991
Fortaleza,Branca,2022,Total,66+,181
Fortaleza,Ignorado,2012,Total,Total,0
Fortaleza,Ignorado,2012,Masc,20-29,0
Fortaleza,Ignorado,2012,Masc,30-39,0
Fortaleza,Ignorado,2012,Masc,40-49,0
Fortaleza,Ignorado,2012,Fem,20-29,0
Fortaleza,Ignorado,2012,Fem,30-39,0
Fortaleza,Ignorado,2012,Fem,40-49,0
Fortaleza,Ignorado,2012,Masc,Total,0
Fortaleza,Ignorado,2012,Fem,Total,0
Fortaleza,Ignorado,2012,Total,20-29,0
Fortaleza,Ignorado,2012,Total,30-39,0
Fortaleza,Ignorado,2012,Total,40-49,0
Fortaleza,Ignorado,2013,Total,Total,0
Fortaleza,Ignorado,2013,Masc,14-19,0
Fortaleza,Ignorado,2013,Masc,20-29,0
Fortaleza,Ignorado,2013,Masc,30-39,0
Fortaleza,Ignorado,2013,Fem,14-19,0
Fortaleza,Ignorado,2013,Fem,20-29,0
Fortaleza,Ignorado,2013,Fem,30-39,0
Fortaleza,Ignorado,2013,Fem,40-49,0
Fortaleza,Ignorado,2013,Fem,50-59,0
Fortaleza,Ignorado,2013,Masc,Total,0
Fortaleza,Ignorado,2013,Fem,Total,0
Fortaleza,Ignorado,2013,Total,14-19,0
Fortaleza,Ignorado,2013,Total,20-29,0
Fortaleza,Ignorado,2013,Total,30-39,0
Fortaleza,Ignorado,2013,Total,40-49,0
Fortaleza,Ignorado,2013,Total,50-59,0
Fortaleza,Ignorado,2014,Total,Total,624
Fortaleza,Ignorado,2014,Masc,20-29,0
Fortaleza,Ignorado,2014,Masc,30-39,0
Fortaleza,Ignorado,2014,Masc,60-65,0
Fortaleza,Ignorado,2014,Fem,14-19,624
Fortaleza,Ignorado,2014,Fem,30-39,0
Fortaleza,Ignorado,2014,Fem,50-59,0
Fortaleza,Ignorado,2014,Fem,60-65,0
Fortaleza,Ignorado,2014,Masc,Total,0
Fortaleza,Ignorado,2014,Fem,Total,624
Fortaleza,Ignorado,2014,Total,14-19,624
Fortaleza,Ignorado,2014,Total,20-29,0
Fortaleza,Ignorado,2014,Total,30-39,0
Fortaleza,Ignorado,2014,Total,50-59,0
Fortaleza,Ignorado,2014,Total,60-65,0
Fortaleza,Ignorado,2015,Total,Total,782
Fortaleza,Ignorado,2015,Masc,20-29,0
Fortaleza,Ignorado,2015,Masc,40-49,0
Fortaleza,Ignorado,2015,Fem,14-19,0
Fortaleza,Ignorado,2015,Fem,20-29,371
Fortaleza,Ignorado,2015,Fem,30-39,411
Fortaleza,Ignorado,2015,Fem,40-49,0
Fortaleza,Ignorado,2015,Masc,Total,0
Fortaleza,Ignorado,2015,Fem,Total,782
Fortaleza,Ignorado,2015,Total,14-19,0
Fortaleza,Ignorado,2015,Total,20-29,371
Fortaleza,Ignorado,2015,Total,30-39,411
Fortaleza,Ignorado,2015,Total,40-49,0
Fortaleza,Ignorado,2016,Total,Total,0
Fortaleza,Ignorado,2016,Masc,40-49,0
Fortaleza,Ignorado,2016,Masc,66+,0
Fortaleza,Ignorado,2016,Fem,30-39,0
Fortaleza,Ignorado,2016,Fem,50-59,0
Fortaleza,Ignorado,2016,Fem,66+,0
Fortaleza,Ignorado,2016,Masc,Total,0
Fortaleza,Ignorado,2016,Fem,Total,0
Fortaleza,Ignorado,2016,Total,30-39,0
Fortaleza,Ignorado,2016,Total,40-49,0
Fortaleza,Ignorado,2016,Total,50-59,0
Fortaleza,Ignorado,2016,Total,66+,0
Fortaleza,Ignorado,2017,Total,Total,1422
Fortaleza,Ignorado,2017,Masc,14-19,334
Fortaleza,Ignorado,2017,Masc,20-29,632
Fortaleza,Ignorado,2017,Masc,30-39,456
Fortaleza,Ignorado,2017,Masc,40-49,0
Fortaleza,Ignorado,2017,Masc,50-59,0
Fortaleza,Ignorado,2017,Masc,66+,0
Fortaleza,Ignorado,2017,Fem,14-19,0
Fortaleza,Ignorado,2017,Fem,20-29,0
Fortaleza,Ignorado,2017,Fem,30-39,0
Fortaleza,Ignorado,2017,Fem,40-49,0
Fortaleza,Ignorado,2017,Fem,60-65,0
Fortaleza,Ignorado,2017,Masc,Total,1422
Fortaleza,Ignorado,2017,Fem,Total,0
Fortaleza,Ignorado,2017,Total,14-19,334
Fortaleza,Ignorado,2017,Total,20-29,632
Fortaleza,Ignorado,2017,Total,30-39,456
Fortaleza,Ignorado,2017,Total,40-49,0
Fortaleza,Ignorado,2017,Total,50-59,0
Fortaleza,Ignorado,2017,Total,60-65,0
Fortaleza,Ignorado,2017,Total,66+,0
Fortaleza,Ignorado,2018,Total,Total,0
Fortaleza,Ignorado,2018,Masc,20-29,0
Fortaleza,Ignorado,2018,Masc,30-39,0
Fortaleza,Ignorado,2018,Masc,40-49,0
Fortaleza,Ignorado,2018,Fem,20-29,0
Fortaleza,Ignorado,2018,Fem,30-39,0
Fortaleza,Ignorado,2018,Fem,40-49,0
Fortaleza,Ignorado,2018,Fem,50-59,0
Fortaleza,Ignorado,2018,Fem,60-65,0
Fortaleza,Ignorado,2018,Masc,Total,0
Fortaleza,Ignorado,2018,Fem,Total,0
Fortaleza,Ignorado,2018,Total,20-29,0
Fortaleza,Ignorado,2018,Total,30-39,0
Fortaleza,Ignorado,2018,Total,40-49,0
Fortaleza,Ignorado,2018,Total,50-59,0
Fortaleza,Ignorado,2018,Total,60-65,0
Fortaleza,Ignorado,2019,Total,Total,0
Fortaleza,Ignorado,2019,Masc,20-29,0
Fortaleza,Ignorado,2019,Masc,30-39,0
Fortaleza,Ignorado,2019,Masc,40-49,0
Fortaleza,Ignorado,2019,Masc,60-65,0
Fortaleza,Ignorado,2019,Masc,66+,0
Fortaleza,Ignorado,2019,Fem,14-19,0
Fortaleza,Ignorado,2019,Fem,20-29,0
Fortaleza,Ignorado,2019,Fem,40-49,0
Fortaleza,Ignorado,2019,Fem,66+,0
Fortaleza,Ignorado,2019,Masc,Total,0
Fortaleza,Ignorado,2019,Fem,Total,0
Fortaleza,Ignorado,2019,Total,14-19,0
Fortaleza,Ignorado,2019,Total,20-29,0
Fortaleza,Ignorado,2019,Total,30-39,0
Fortaleza,Ignorado,2019,Total,40-49,0
Fortaleza,Ignorado,2019,Total,60-65,0
Fortaleza,Ignorado,2019,Total,66+,0
Fortaleza,Ignorado,2020,Total,Total,335
Fortaleza,Ignorado,2020,Masc,30-39,0
Fortaleza,Ignorado,2020,Masc,50-59,0
Fortaleza,Ignorado,2020,Fem,30-39,335
Fortaleza,Ignorado,2020,Fem,40-49,0
Fortaleza,Ignorado,2020,Fem,50-59,0
Fortaleza,Ignorado,2020,Masc,Total,0
Fortaleza,Ignorado,2020,Fem,Total,335
Fortaleza,Ignorado,2020,Total,30-39,335
Fortaleza,Ignorado,2020,Total,40-49,0
Fortaleza,Ignorado,2020,Total,50-59,0
Fortaleza,Ignorado,2021,Total,Total,601
Fortaleza,Ignorado,2021,Masc,14-19,601
Fortaleza,Ignorado,2021,Masc,30-39,0
Fortaleza,Ignorado,2021,Masc,50-59,0
Fortaleza,Ignorado,2021,Fem,14-19,0
Fortaleza,Ignorado,2021,Fem,20-29,0
Fortaleza,Ignorado,2021,Fem,30-39,0
Fortaleza,Ignorado,2021,Fem,40-49,0
Fortaleza,Ignorado,2021,Fem,50-59,0
Fortaleza,Ignorado,2021,Fem,60-65,0
Fortaleza,Ignorado,2021,Masc,Total,601
Fortaleza,Ignorado,2021,Fem,Total,0
Fortaleza,Ignorado,2021,Total,14-19,601
Fortaleza,Ignorado,2021,Total,20-29,0
Fortaleza,Ignorado,2021,Total,30-39,0
Fortaleza,Ignorado,2021,Total,40-49,0
Fortaleza,Ignorado,2021,Total,50-59,0
Fortaleza,Ignorado,2021,Total,60-65,0
Fortaleza,Ignorado,2022,Total,Total,4925
Fortaleza,Ignorado,2022,Masc,20-29,1038
Fortaleza,Ignorado,2022,Masc,30-39,1962
Fortaleza,Ignorado,2022,Masc,40-49,0
Fortaleza,Ignorado,2022,Masc,50-59,584
Fortaleza,Ignorado,2022,Masc,60-65,0
Fortaleza,Ignorado,2022,Fem,14-19,430
Fortaleza,Ignorado,2022,Fem,20-29,0
Fortaleza,Ignorado,2022,Fem,30-39,0
Fortaleza,Ignorado,2022,Fem,40-49,911
Fortaleza,Ignorado,2022,Fem,50-59,0
Fortaleza,Ignorado,2022,Fem,60-65,0
Fortaleza,Ignorado,2022,Fem,66+,0
Fortaleza,Ignorado,2022,Masc,Total,3584
Fortaleza,Ignorado,2022,Fem,Total,1341
Fortaleza,Ignorado,2022,Total,14-19,430
Fortaleza,Ignorado,2022,Total,20-29,1038
Fortaleza,Ignorado,2022,Total,30-39,1962
Fortaleza,Ignorado,2022,Total,40-49,911
Fortaleza,Ignorado,2022,Total,50-59,584
Fortaleza,Ignorado,2022,Total,60-65,0
Fortaleza,Ignorado,2022,Total,66+,0
Fortaleza,Parda,2012,Total,Total,78234
Fortaleza,Parda,2012,Masc,14-19,4480
Fortaleza,Parda,2012,Masc,20-29,20389
Fortaleza,Parda,2012,Masc,30-39,9918
Fortaleza,Parda,2012,Masc,40-49,5896
Fortaleza,Parda,2012,Masc,50-59,440
Fortaleza,Parda,2012,Masc,60-65,0
Fortaleza,Parda,2012,Masc,66+,0
Fortaleza,Parda,2012,Fem,14-19,9679
Fortaleza,Parda,2012,Fem,20-29,14077
Fortaleza,Parda,2012,Fem,30-39,9108
Fortaleza,Parda,2012,Fem,40-49,1765
Fortaleza,Parda,2012,Fem,50-59,2482
Fortaleza,Parda,2012,Fem,60-65,0
Fortaleza,Parda,2012,Fem,66+,0
Fortaleza,Parda,2012,Masc,Total,41122
Fortaleza,Parda,2012,Fem,Total,37112
Fortaleza,Parda,2012,Total,14-19,14159
Fortaleza,Parda,2012,Total,20-29,34466
Fortaleza,Parda,2012,Total,30-39,19026
Fortaleza,Parda,2012,Total,40-49,7661
Fortaleza,Parda,2012,Total,50-59,2922
Fortaleza,Parda,2012,Total,60-65,0
Fortaleza,Parda,2012,Total,66+,0
Fortaleza,Parda,2013,Total,Total,64865
Fortaleza,Parda,2013,Masc,14-19,6858
Fortaleza,Parda,2013,Masc,20-29,18189
Fortaleza,Parda,2013,Masc,30-39,6154
Fortaleza,Parda,2013,Masc,40-49,3255
Fortaleza,Parda,2013,Masc,50-59,1504
Fortaleza,Parda,2013,Masc,60-65,393
Fortaleza,Parda,2013,Masc,66+,0
Fortaleza,Parda,2013,Fem,14-19,7331
Fortaleza,Parda,2013,Fem,20-29,11986
Fortaleza,Parda,2013,Fem,30-39,4694
Fortaleza,Parda,2013,Fem,40-49,2487
Fortaleza,Parda,2013,Fem,50-59,1453
Fortaleza,Parda,2013,Fem,60-65,315
Fortaleza,Parda,2013,Fem,66+,247
Fortaleza,Parda,2013,Masc,Total,36352
Fortaleza,Parda,2013,Fem,Total,28513
Fortaleza,Parda,2013,Total,14-19,14189
Fortaleza,Parda,2013,Total,20-29,30175
Fortaleza,Parda,2013,Total,30-39,10848
Fortaleza,Parda,2013,Total,40-49,5742
Fortaleza,Parda,2013,Total,50-59,2957
Fortaleza,Parda,2013,Total,60-65,708
Fortaleza,Parda,2013,Total,66+,247
Fortaleza,Parda,2014,Total,Total,52834
Fortaleza,Parda,2014,Masc,14-19,6536
Fortaleza,Parda,2014,Masc,20-29,6819
Fortaleza,Parda,2014,Masc,30-39,6556
Fortaleza,Parda,2014,Masc,40-49,1995
Fortaleza,Parda,2014,Masc,50-59,773
Fortaleza,Parda,2014,Masc,60-65,678
Fortaleza,Parda,2014,Masc,66+,0
Fortaleza,Parda,2014,Fem,14-19,4061
Fortaleza,Parda,2014,Fem,20-29,12726
Fortaleza,Parda,2014,Fem,30-39,6990
Fortaleza,Parda,2014,Fem,40-49,4330
Fortaleza,Parda,2014,Fem,50-59,722
Fortaleza,Parda,2014,Fem,60-65,647
Fortaleza,Parda,2014,Fem,66+,0
Fortaleza,Parda,2014,Masc,Total,23358
Fortaleza,Parda,2014,Fem,Total,29477
Fortaleza,Parda,2014,Total,14-19,10597
Fortaleza,Parda,2014,Total,20-29,19546
Fortaleza,Parda,2014,Total,30-39,13546
Fortaleza,Parda,2014,Total,40-49,6325
Fortaleza,Parda,2014,Total,50-59,1495
Fortaleza,Parda,2014,Total,60-65,1325
Fortaleza,Parda,2014,Total,66+,0
Fortaleza,Parda,2015,Total,Total,68460
Fortaleza,Parda,2015,Masc,14-19,4896
Fortaleza,Parda,2015,Masc,20-29,19149
Fortaleza,Parda,2015,Masc,30-39,8389
Fortaleza,Parda,2015,Masc,40-49,3118
Fortaleza,Parda,2015,Masc,50-59,3342
Fortaleza,Parda,2015,Masc,60-65,910
Fortaleza,Parda,2015,Masc,66+,0
Fortaleza,Parda,2015,Fem,14-19,5312
Fortaleza,Parda,2015,Fem,20-29,12100
Fortaleza,Parda,2015,Fem,30-39,6811
Fortaleza,Parda,2015,Fem,40-49,1895
Fortaleza,Parda,2015,Fem,50-59,2539
Fortaleza,Parda,2015,Fem,60-65,0
Fortaleza,Parda,2015,Fem,66+,0
Fortaleza,Parda,2015,Masc,Total,39803
Fortaleza,Parda,2015,Fem,Total,28657
Fortaleza,Parda,2015,Total,14-19,10208
Fortaleza,Parda,2015,Total,20-29,31249
Fortaleza,Parda,2015,Total,30-39,15200
Fortaleza,Parda,2015,Total,40-49,5013
Fortaleza,Parda,2015,Total,50-59,5881
Fortaleza,Parda,2015,Total,60-65,910
Fortaleza,Parda,2015,Total,66+,0
Fortaleza,Parda,2016,Total,Total,112419
Fortaleza,Parda,2016,Masc,14-19,11380
Fortaleza,Parda,2016,Masc,20-29,26675
Fortaleza,Parda,2016,Masc,30-39,9402
Fortaleza,Parda,2016,Masc,40-49,5391
Fortaleza,Parda,2016,Masc,50-59,3708
Fortaleza,Parda,2016,Masc,60-65,263
Fortaleza,Parda,2016,Masc,66+,0
Fortaleza,Parda,2016,Fem,14-19,11078
Fortaleza,Parda,2016,Fem,20-29,20410
Fortaleza,Parda,2016,Fem,30-39,13403
Fortaleza,Parda,2016,Fem,40-49,7071
Fortaleza,Parda,2016,Fem,50-59,3429
Fortaleza,Parda,2016,Fem,60-65,209
Fortaleza,Parda,2016,Fem,66+,0
Fortaleza,Parda,2016,Masc,Total,56819
Fortaleza,Parda,2016,Fem,Total,55600
Fortaleza,Parda,2016,Total,14-19,22458
Fortaleza,Parda,2016,Total,20-29,47085
Fortaleza,Parda,2016,Total,30-39,22806
Fortaleza,Parda,2016,Total,40-49,12462
Fortaleza,Parda,2016,Total,50-59,7137
Fortaleza,Parda,2016,Total,60-65,472
Fortaleza,Parda,2016,Total,66+,0
Fortaleza,Parda,2017,Total,Total,100085
Fortaleza,Parda,2017,Masc,14-19,8452
Fortaleza,Parda,2017,Masc,20-29,19571
Fortaleza,Parda,2017,Masc,30-39,8085
Fortaleza,Parda,2017,Masc,40-49,6067
Fortaleza,Parda,2017,Masc,50-59,5292
Fortaleza,Parda,2017,Masc,60-65,740
Fortaleza,Parda,2017,Masc,66+,0
Fortaleza,Parda,2017,Fem,14-19,6741
Fortaleza,Parda,2017,Fem,20-29,28181
Fortaleza,Parda,2017,Fem,30-39,7400
Fortaleza,Parda,2017,Fem,40-49,7727
Fortaleza,Parda,2017,Fem,50-59,1205
Fortaleza,Parda,2017,Fem,60-65,625
Fortaleza,Parda,2017,Fem,66+,0
Fortaleza,Parda,2017,Masc,Total,48206
Fortaleza,Parda,2017,Fem,Total,51878
Fortaleza,Parda,2017,Total,14-19,15193
Fortaleza,Parda,2017,Total,20-29,47752
Fortaleza,Parda,2017,Total,30-39,15485
Fortaleza,Parda,2017,Total,40-49,13794
Fortaleza,Parda,2017,Total,50-59,6496
Fortaleza,Parda,2017,Total,60-65,1365
Fortaleza,Parda,2017,Total,66+,0
Fortaleza,Parda,2018,Total,Total,100739
Fortaleza,Parda,2018,Masc,14-19,7165
Fortaleza,Parda,2018,Masc,20-29,21415
Fortaleza,Parda,2018,Masc,30-39,8145
Fortaleza,Parda,2018,Masc,40-49,3706
Fortaleza,Parda,2018,Masc,50-59,6349
Fortaleza,Parda,2018,Masc,60-65,1133
Fortaleza,Parda,2018,Masc,66+,421
Fortaleza,Parda,2018,Fem,14-19,11864
