local,raca_cor,ano,genero,idade,total_desocupacao
Brasil,Total,2019,Fem,66+,24089
Brasil,Total,2020,Total,Total,13823092
Brasil,Total,2020,Total,14-19,2101317
Brasil,Total,2020,Total,20-29,5077963
Brasil,Total,2020,Total,30-39,2956210
Brasil,Total,2020,Total,40-49,2103843
Brasil,Total,2020,Total,50-59,1256630
Brasil,Total,2020,Total,60-65,267450
Brasil,Total,2020,Total,66+,59680
Brasil,Total,2020,Masc,Total,6697640
Brasil,Total,2020,Fem,Total,7125453
Brasil,Total,2020,Masc,14-19,1076621
Brasil,Total,2020,Fem,14-19,1024696
Brasil,Total,2020,Masc,20-29,2406359
Brasil,Total,2020,Fem,20-29,2671604
Brasil,Total,2020,Masc,30-39,1317685
Brasil,Total,2020,Fem,30-39,1638526
Brasil,Total,2020,Masc,40-49,985070
Brasil,Total,2020,Fem,40-49,1118773
Brasil,Total,2020,Masc,50-59,688304
Brasil,Total,2020,Fem,50-59,568326
Brasil,Total,2020,Masc,60-65,184615
Brasil,Total,2020,Fem,60-65,82835
Brasil,Total,2020,Masc,66+,38987
Brasil,Total,2020,Fem,66+,20693
Brasil,Total,2021,Total,Total,14574680
Brasil,Total,2021,Total,14-19,2121148
Brasil,Total,2021,Total,20-29,5278440
Brasil,Total,2021,Total,30-39,3225603
Brasil,Total,2021,Total,40-49,2238735
Brasil,Total,2021,Total,50-59,1353627
Brasil,Total,2021,Total,60-65,279819
Brasil,Total,2021,Total,66+,77307
Brasil,Total,2021,Masc,Total,6745931
Brasil,Total,2021,Fem,Total,7828748
Brasil,Total,2021,Masc,14-19,1075164
Brasil,Total,2021,Fem,14-19,1045984
Brasil,Total,2021,Masc,20-29,2461461
Brasil,Total,2021,Fem,20-29,2816979
Brasil,Total,2021,Masc,30-39,1339285
Brasil,Total,2021,Fem,30-39,1886318
Brasil,Total,2021,Masc,40-49,912846
Brasil,Total,2021,Fem,40-49,1325890
Brasil,Total,2021,Masc,50-59,726499
Brasil,Total,2021,Fem,50-59,627128
Brasil,Total,2021,Masc,60-65,173453
Brasil,Total,2021,Fem,60-65,106366
Brasil,Total,2021,Masc,66+,57224
Brasil,Total,2021,Fem,66+,20083
Brasil,Total,2022,Total,Total,10274621
Brasil,Total,2022,Total,14-19,1751309
Brasil,Total,2022,Total,20-29,3686560
Brasil,Total,2022,Total,30-39,2094487
Brasil,Total,2022,Total,40-49,1552855
Brasil,Total,2022,Total,50-59,900504
Brasil,Total,2022,Total,60-65,226718
Brasil,Total,2022,Total,66+,62188
Brasil,Total,2022,Masc,Total,4730250
Brasil,Total,2022,Fem,Total,5544372
Brasil,Total,2022,Masc,14-19,883605
Brasil,Total,2022,Fem,14-19,867704
Brasil,Total,2022,Masc,20-29,1654604
Brasil,Total,2022,Fem,20-29,2031957
Brasil,Total,2022,Masc,30-39,871729
Brasil,Total,2022,Fem,30-39,1222758
Brasil,Total,2022,Masc,40-49,672953
Brasil,Total,2022,Fem,40-49,879902
Brasil,Total,2022,Masc,50-59,452350
Brasil,Total,2022,Fem,50-59,448154
Brasil,Total,2022,Masc,60-65,157270
Brasil,Total,2022,Fem,60-65,69447
Brasil,Total,2022,Masc,66+,37739
Brasil,Total,2022,Fem,66+,24449
Ceará,Branca,2012,Total,Total,69753
Ceará,Branca,2012,Masc,14-19,5732
Ceará,Branca,2012,Masc,20-29,16352
Ceará,Branca,2012,Masc,30-39,3812
Ceará,Branca,2012,Masc,40-49,2067
Ceará,Branca,2012,Masc,50-59,666
Ceará,Branca,2012,Masc,60-65,0
Ceará,Branca,2012,Masc,66+,221
Ceará,Branca,2012,Fem,14-19,7655
Ceará,Branca,2012,Fem,20-29,18742
Ceará,Branca,2012,Fem,30-39,6026
Ceará,Branca,2012,Fem,40-49,7142
Ceará,Branca,2012,Fem,50-59,1338
Ceará,Branca,2012,Fem,60-65,0
Ceará,Branca,2012,Fem,66+,0
Ceará,Branca,2012,Total,14-19,13387
Ceará,Branca,2012,Total,20-29,35094
Ceará,Branca,2012,Total,30-39,9838
Ceará,Branca,2012,Total,40-49,9209
Ceará,Branca,2012,Total,50-59,2004
Ceará,Branca,2012,Total,60-65,0
Ceará,Branca,2012,Total,66+,221
Ceará,Branca,2012,Masc,Total,28850
Ceará,Branca,2012,Fem,Total,40904
Ceará,Branca,2013,Total,Total,75405
Ceará,Branca,2013,Masc,14-19,4827
Ceará,Branca,2013,Masc,20-29,16216
Ceará,Branca,2013,Masc,30-39,7383
Ceará,Branca,2013,Masc,40-49,1381
Ceará,Branca,2013,Masc,50-59,2468
Ceará,Branca,2013,Masc,60-65,0
Ceará,Branca,2013,Masc,66+,988
Ceará,Branca,2013,Fem,14-19,5417
Ceará,Branca,2013,Fem,20-29,21479
Ceará,Branca,2013,Fem,30-39,7852
Ceará,Branca,2013,Fem,40-49,4515
Ceará,Branca,2013,Fem,50-59,2215
Ceará,Branca,2013,Fem,60-65,237
Ceará,Branca,2013,Fem,66+,426
Ceará,Branca,2013,Total,14-19,10244
Ceará,Branca,2013,Total,20-29,37695
Ceará,Branca,2013,Total,30-39,15234
Ceará,Branca,2013,Total,40-49,5896
Ceará,Branca,2013,Total,50-59,4683
Ceará,Branca,2013,Total,60-65,237
Ceará,Branca,2013,Total,66+,1414
Ceará,Branca,2013,Masc,Total,33262
Ceará,Branca,2013,Fem,Total,42143
Ceará,Branca,2014,Total,Total,74228
Ceará,Branca,2014,Masc,14-19,9371
Ceará,Branca,2014,Masc,20-29,15218
Ceará,Branca,2014,Masc,30-39,7752
Ceará,Branca,2014,Masc,40-49,5244
Ceará,Branca,2014,Masc,50-59,1675
Ceará,Branca,2014,Masc,60-65,730
Ceará,Branca,2014,Masc,66+,0
Ceará,Branca,2014,Fem,14-19,9556
Ceará,Branca,2014,Fem,20-29,16319
Ceará,Branca,2014,Fem,30-39,6289
Ceará,Branca,2014,Fem,40-49,1607
Ceará,Branca,2014,Fem,50-59,467
Ceará,Branca,2014,Fem,60-65,0
Ceará,Branca,2014,Fem,66+,0
Ceará,Branca,2014,Total,14-19,18927
Ceará,Branca,2014,Total,20-29,31537
Ceará,Branca,2014,Total,30-39,14040
Ceará,Branca,2014,Total,40-49,6852
Ceará,Branca,2014,Total,50-59,2142
Ceará,Branca,2014,Total,60-65,730
Ceará,Branca,2014,Total,66+,0
Ceará,Branca,2014,Masc,Total,39989
Ceará,Branca,2014,Fem,Total,34239
Ceará,Branca,2015,Total,Total,87761
Ceará,Branca,2015,Masc,14-19,14013
Ceará,Branca,2015,Masc,20-29,17473
Ceará,Branca,2015,Masc,30-39,7964
Ceará,Branca,2015,Masc,40-49,6228
Ceará,Branca,2015,Masc,50-59,1956
Ceará,Branca,2015,Masc,60-65,412
Ceará,Branca,2015,Masc,66+,182
Ceará,Branca,2015,Fem,14-19,11893
Ceará,Branca,2015,Fem,20-29,14073
Ceará,Branca,2015,Fem,30-39,8252
Ceará,Branca,2015,Fem,40-49,3611
Ceará,Branca,2015,Fem,50-59,1702
Ceará,Branca,2015,Fem,60-65,0
Ceará,Branca,2015,Fem,66+,0
Ceará,Branca,2015,Total,14-19,25907
Ceará,Branca,2015,Total,20-29,31546
Ceará,Branca,2015,Total,30-39,16216
Ceará,Branca,2015,Total,40-49,9839
Ceará,Branca,2015,Total,50-59,3659
Ceará,Branca,2015,Total,60-65,412
Ceará,Branca,2015,Total,66+,182
Ceará,Branca,2015,Masc,Total,48229
Ceará,Branca,2015,Fem,Total,39532
Ceará,Branca,2016,Total,Total,109960
Ceará,Branca,2016,Masc,14-19,10558
Ceará,Branca,2016,Masc,20-29,21420
Ceará,Branca,2016,Masc,30-39,13447
Ceará,Branca,2016,Masc,40-49,5390
Ceará,Branca,2016,Masc,50-59,1974
Ceará,Branca,2016,Masc,60-65,0
Ceará,Branca,2016,Masc,66+,0
Ceará,Branca,2016,Fem,14-19,10798
Ceará,Branca,2016,Fem,20-29,28938
Ceará,Branca,2016,Fem,30-39,10310
Ceará,Branca,2016,Fem,40-49,4220
Ceará,Branca,2016,Fem,50-59,2511
Ceará,Branca,2016,Fem,60-65,0
Ceará,Branca,2016,Fem,66+,394
Ceará,Branca,2016,Total,14-19,21356
Ceará,Branca,2016,Total,20-29,50358
Ceará,Branca,2016,Total,30-39,23757
Ceará,Branca,2016,Total,40-49,9610
Ceará,Branca,2016,Total,50-59,4485
Ceará,Branca,2016,Total,60-65,0
Ceará,Branca,2016,Total,66+,394
Ceará,Branca,2016,Masc,Total,52789
Ceará,Branca,2016,Fem,Total,57172
Ceará,Branca,2017,Total,Total,122732
Ceará,Branca,2017,Masc,14-19,10370
Ceará,Branca,2017,Masc,20-29,35427
Ceará,Branca,2017,Masc,30-39,12094
Ceará,Branca,2017,Masc,40-49,8051
Ceará,Branca,2017,Masc,50-59,1469
Ceará,Branca,2017,Masc,60-65,938
Ceará,Branca,2017,Masc,66+,0
Ceará,Branca,2017,Fem,14-19,6292
Ceará,Branca,2017,Fem,20-29,28406
Ceará,Branca,2017,Fem,30-39,12086
Ceará,Branca,2017,Fem,40-49,4412
Ceará,Branca,2017,Fem,50-59,2831
Ceará,Branca,2017,Fem,60-65,354
Ceará,Branca,2017,Fem,66+,0
Ceará,Branca,2017,Total,14-19,16662
Ceará,Branca,2017,Total,20-29,63834
Ceará,Branca,2017,Total,30-39,24181
Ceará,Branca,2017,Total,40-49,12463
Ceará,Branca,2017,Total,50-59,4300
Ceará,Branca,2017,Total,60-65,1292
Ceará,Branca,2017,Total,66+,0
Ceará,Branca,2017,Masc,Total,68351
Ceará,Branca,2017,Fem,Total,54381
Ceará,Branca,2018,Total,Total,107367
Ceará,Branca,2018,Masc,14-19,6392
Ceará,Branca,2018,Masc,20-29,26425
Ceará,Branca,2018,Masc,30-39,11096
Ceará,Branca,2018,Masc,40-49,3716
Ceará,Branca,2018,Masc,50-59,2600
Ceará,Branca,2018,Masc,60-65,2175
Ceará,Branca,2018,Masc,66+,0
Ceará,Branca,2018,Fem,14-19,8131
Ceará,Branca,2018,Fem,20-29,25427
Ceará,Branca,2018,Fem,30-39,9469
Ceará,Branca,2018,Fem,40-49,7772
Ceará,Branca,2018,Fem,50-59,3102
Ceará,Branca,2018,Fem,60-65,480
Ceará,Branca,2018,Fem,66+,583
Ceará,Branca,2018,Total,14-19,14523
Ceará,Branca,2018,Total,20-29,51852
Ceará,Branca,2018,Total,30-39,20565
Ceará,Branca,2018,Total,40-49,11488
Ceará,Branca,2018,Total,50-59,5701
Ceará,Branca,2018,Total,60-65,2655
Ceará,Branca,2018,Total,66+,583
Ceará,Branca,2018,Masc,Total,52404
Ceará,Branca,2018,Fem,Total,54963
Ceará,Branca,2019,Total,Total,88711
Ceará,Branca,2019,Masc,14-19,9564
Ceará,Branca,2019,Masc,20-29,17415
Ceará,Branca,2019,Masc,30-39,6294
Ceará,Branca,2019,Masc,40-49,2782
Ceará,Branca,2019,Masc,50-59,4931
Ceará,Branca,2019,Masc,60-65,0
Ceará,Branca,2019,Masc,66+,0
Ceará,Branca,2019,Fem,14-19,6550
Ceará,Branca,2019,Fem,20-29,21600
Ceará,Branca,2019,Fem,30-39,9722
Ceará,Branca,2019,Fem,40-49,7366
Ceará,Branca,2019,Fem,50-59,1404
Ceará,Branca,2019,Fem,60-65,1083
Ceará,Branca,2019,Fem,66+,0
Ceará,Branca,2019,Total,14-19,16115
Ceará,Branca,2019,Total,20-29,39014
Ceará,Branca,2019,Total,30-39,16015
Ceará,Branca,2019,Total,40-49,10148
Ceará,Branca,2019,Total,50-59,6335
Ceará,Branca,2019,Total,60-65,1083
Ceará,Branca,2019,Total,66+,0
Ceará,Branca,2019,Masc,Total,40986
Ceará,Branca,2019,Fem,Total,47725
Ceará,Branca,2020,Total,Total,100076
Ceará,Branca,2020,Masc,14-19,11263
Ceará,Branca,2020,Masc,20-29,20976
Ceará,Branca,2020,Masc,30-39,6226
Ceará,Branca,2020,Masc,40-49,4878
Ceará,Branca,2020,Masc,50-59,3483
Ceará,Branca,2020,Masc,60-65,600
Ceará,Branca,2020,Masc,66+,183
Ceará,Branca,2020,Fem,14-19,3953
Ceará,Branca,2020,Fem,20-29,26877
Ceará,Branca,2020,Fem,30-39,10959
Ceará,Branca,2020,Fem,40-49,6017
Ceará,Branca,2020,Fem,50-59,4057
Ceará,Branca,2020,Fem,60-65,604
Ceará,Branca,2020,Fem,66+,0
Ceará,Branca,2020,Total,14-19,15216
Ceará,Branca,2020,Total,20-29,47853
Ceará,Branca,2020,Total,30-39,17185
Ceará,Branca,2020,Total,40-49,10894
Ceará,Branca,2020,Total,50-59,7540
Ceará,Branca,2020,Total,60-65,1204
Ceará,Branca,2020,Total,66+,183
Ceará,Branca,2020,Masc,Total,47609
Ceará,Branca,2020,Fem,Total,52467
Ceará,Branca,2021,Total,Total,125019
Ceará,Branca,2021,Masc,14-19,8187
Ceará,Branca,2021,Masc,20-29,27947
Ceará,Branca,2021,Masc,30-39,5768
Ceará,Branca,2021,Masc,40-49,6507
Ceará,Branca,2021,Masc,50-59,3839
Ceará,Branca,2021,Masc,60-65,793
Ceará,Branca,2021,Masc,66+,1101
Ceará,Branca,2021,Fem,14-19,15971
Ceará,Branca,2021,Fem,20-29,24282
Ceará,Branca,2021,Fem,30-39,18490
Ceará,Branca,2021,Fem,40-49,9786
Ceará,Branca,2021,Fem,50-59,2189
Ceará,Branca,2021,Fem,60-65,160
Ceará,Branca,2021,Fem,66+,0
Ceará,Branca,2021,Total,14-19,24157
Ceará,Branca,2021,Total,20-29,52228
Ceará,Branca,2021,Total,30-39,24258
Ceará,Branca,2021,Total,40-49,16293
Ceará,Branca,2021,Total,50-59,6029
Ceará,Branca,2021,Total,60-65,953
Ceará,Branca,2021,Total,66+,1101
Ceará,Branca,2021,Masc,Total,54142
Ceará,Branca,2021,Fem,Total,70877
Ceará,Branca,2022,Total,Total,96460
Ceará,Branca,2022,Masc,14-19,6476
Ceará,Branca,2022,Masc,20-29,24453
Ceará,Branca,2022,Masc,30-39,9504
Ceará,Branca,2022,Masc,40-49,9256
Ceará,Branca,2022,Masc,50-59,2822
Ceará,Branca,2022,Masc,60-65,2061
Ceará,Branca,2022,Masc,66+,651
Ceará,Branca,2022,Fem,14-19,7532
Ceará,Branca,2022,Fem,20-29,14628
Ceará,Branca,2022,Fem,30-39,8376
Ceará,Branca,2022,Fem,40-49,4011
Ceará,Branca,2022,Fem,50-59,1641
Ceará,Branca,2022,Fem,60-65,4580
Ceará,Branca,2022,Fem,66+,470
Ceará,Branca,2022,Total,14-19,14008
Ceará,Branca,2022,Total,20-29,39081
Ceará,Branca,2022,Total,30-39,17880
Ceará,Branca,2022,Total,40-49,13267
Ceará,Branca,2022,Total,50-59,4462
Ceará,Branca,2022,Total,60-65,6642
Ceará,Branca,2022,Total,66+,1121
Ceará,Branca,2022,Masc,Total,55222
Ceará,Branca,2022,Fem,Total,41238
Ceará,Ignorado,2012,Total,Total,733
Ceará,Ignorado,2012,Masc,14-19,0
Ceará,Ignorado,2012,Masc,20-29,0
Ceará,Ignorado,2012,Masc,30-39,0
Ceará,Ignorado,2012,Masc,40-49,470
Ceará,Ignorado,2012,Masc,50-59,0
Ceará,Ignorado,2012,Masc,60-65,0
Ceará,Ignorado,2012,Fem,20-29,0
Ceará,Ignorado,2012,Fem,30-39,0
Ceará,Ignorado,2012,Fem,40-49,263
Ceará,Ignorado,2012,Fem,50-59,0
Ceará,Ignorado,2012,Total,14-19,0
Ceará,Ignorado,2012,Total,20-29,0
Ceará,Ignorado,2012,Total,30-39,0
Ceará,Ignorado,2012,Total,40-49,733
Ceará,Ignorado,2012,Total,50-59,0
Ceará,Ignorado,2012,Total,60-65,0
Ceará,Ignorado,2012,Masc,Total,470
Ceará,Ignorado,2012,Fem,Total,263
Ceará,Ignorado,2013,Total,Total,718
Ceará,Ignorado,2013,Masc,14-19,0
Ceará,Ignorado,2013,Masc,20-29,414
Ceará,Ignorado,2013,Masc,30-39,0
Ceará,Ignorado,2013,Masc,50-59,0
Ceará,Ignorado,2013,Masc,60-65,0
Ceará,Ignorado,2013,Fem,14-19,0
Ceará,Ignorado,2013,Fem,20-29,0
Ceará,Ignorado,2013,Fem,30-39,304
Ceará,Ignorado,2013,Fem,40-49,0
Ceará,Ignorado,2013,Fem,50-59,0
Ceará,Ignorado,2013,Total,14-19,0
Ceará,Ignorado,2013,Total,20-29,414
Ceará,Ignorado,2013,Total,30-39,304
Ceará,Ignorado,2013,Total,40-49,0
Ceará,Ignorado,2013,Total,50-59,0
Ceará,Ignorado,2013,Total,60-65,0
Ceará,Ignorado,2013,Masc,Total,414
Ceará,Ignorado,2013,Fem,Total,304
Ceará,Ignorado,2014,Total,Total,4089
Ceará,Ignorado,2014,Masc,14-19,198
Ceará,Ignorado,2014,Masc,20-29,0
Ceará,Ignorado,2014,Masc,30-39,221
Ceará,Ignorado,2014,Masc,40-49,191
Ceará,Ignorado,2014,Masc,50-59,182
Ceará,Ignorado,2014,Masc,60-65,0
Ceará,Ignorado,2014,Fem,14-19,3115
Ceará,Ignorado,2014,Fem,20-29,182
Ceará,Ignorado,2014,Fem,30-39,0
Ceará,Ignorado,2014,Fem,40-49,0
Ceará,Ignorado,2014,Fem,50-59,0
Ceará,Ignorado,2014,Fem,60-65,0
Ceará,Ignorado,2014,Total,14-19,3313
Ceará,Ignorado,2014,Total,20-29,182
Ceará,Ignorado,2014,Total,30-39,221
Ceará,Ignorado,2014,Total,40-49,191
Ceará,Ignorado,2014,Total,50-59,182
Ceará,Ignorado,2014,Total,60-65,0
Ceará,Ignorado,2014,Masc,Total,792
Ceará,Ignorado,2014,Fem,Total,3297
Ceará,Ignorado,2015,Total,Total,2410
Ceará,Ignorado,2015,Masc,14-19,0
Ceará,Ignorado,2015,Masc,20-29,1207
Ceará,Ignorado,2015,Masc,30-39,0
Ceará,Ignorado,2015,Masc,40-49,0
Ceará,Ignorado,2015,Masc,50-59,0
Ceará,Ignorado,2015,Masc,60-65,0
Ceará,Ignorado,2015,Fem,14-19,0
Ceará,Ignorado,2015,Fem,20-29,791
Ceará,Ignorado,2015,Fem,30-39,411
Ceará,Ignorado,2015,Fem,40-49,0
Ceará,Ignorado,2015,Fem,50-59,0
Ceará,Ignorado,2015,Fem,60-65,0
Ceará,Ignorado,2015,Fem,66+,0
Ceará,Ignorado,2015,Total,14-19,0
Ceará,Ignorado,2015,Total,20-29,1999
Ceará,Ignorado,2015,Total,30-39,411
Ceará,Ignorado,2015,Total,40-49,0
Ceará,Ignorado,2015,Total,50-59,0
Ceará,Ignorado,2015,Total,60-65,0
Ceará,Ignorado,2015,Total,66+,0
Ceará,Ignorado,2015,Masc,Total,1207
Ceará,Ignorado,2015,Fem,Total,1203
Ceará,Ignorado,2016,Total,Total,2530
Ceará,Ignorado,2016,Masc,14-19,445
Ceará,Ignorado,2016,Masc,20-29,293
Ceará,Ignorado,2016,Masc,30-39,0
Ceará,Ignorado,2016,Masc,40-49,0
Ceará,Ignorado,2016,Masc,50-59,0
Ceará,Ignorado,2016,Masc,66+,0
Ceará,Ignorado,2016,Fem,14-19,0
Ceará,Ignorado,2016,Fem,20-29,742
Ceará,Ignorado,2016,Fem,30-39,608
Ceará,Ignorado,2016,Fem,40-49,442
Ceará,Ignorado,2016,Fem,50-59,0
Ceará,Ignorado,2016,Fem,66+,0
Ceará,Ignorado,2016,Total,14-19,445
Ceará,Ignorado,2016,Total,20-29,1035
Ceará,Ignorado,2016,Total,30-39,608
Ceará,Ignorado,2016,Total,40-49,442
Ceará,Ignorado,2016,Total,50-59,0
Ceará,Ignorado,2016,Total,66+,0
Ceará,Ignorado,2016,Masc,Total,738
Ceará,Ignorado,2016,Fem,Total,1791
Ceará,Ignorado,2017,Total,Total,2710
Ceará,Ignorado,2017,Masc,14-19,860
Ceará,Ignorado,2017,Masc,20-29,632
Ceará,Ignorado,2017,Masc,30-39,833
Ceará,Ignorado,2017,Masc,40-49,0
Ceará,Ignorado,2017,Masc,50-59,0
Ceará,Ignorado,2017,Masc,60-65,0
Ceará,Ignorado,2017,Masc,66+,0
Ceará,Ignorado,2017,Fem,14-19,0
Ceará,Ignorado,2017,Fem,20-29,199
Ceará,Ignorado,2017,Fem,30-39,185
Ceará,Ignorado,2017,Fem,40-49,0
Ceará,Ignorado,2017,Fem,50-59,0
Ceará,Ignorado,2017,Fem,60-65,0
Ceará,Ignorado,2017,Fem,66+,0
Ceará,Ignorado,2017,Total,14-19,860
Ceará,Ignorado,2017,Total,20-29,832
Ceará,Ignorado,2017,Total,30-39,1018
Ceará,Ignorado,2017,Total,40-49,0
Ceará,Ignorado,2017,Total,50-59,0
Ceará,Ignorado,2017,Total,60-65,0
Ceará,Ignorado,2017,Total,66+,0
Ceará,Ignorado,2017,Masc,Total,2325
Ceará,Ignorado,2017,Fem,Total,385
Ceará,Ignorado,2018,Total,Total,2395
Ceará,Ignorado,2018,Masc,14-19,0
Ceará,Ignorado,2018,Masc,20-29,353
Ceará,Ignorado,2018,Masc,30-39,0
Ceará,Ignorado,2018,Masc,40-49,558
Ceará,Ignorado,2018,Masc,50-59,0
Ceará,Ignorado,2018,Masc,60-65,0
Ceará,Ignorado,2018,Masc,66+,0
Ceará,Ignorado,2018,Fem,14-19,864
Ceará,Ignorado,2018,Fem,20-29,0
Ceará,Ignorado,2018,Fem,30-39,621
Ceará,Ignorado,2018,Fem,40-49,0
Ceará,Ignorado,2018,Fem,50-59,0
Ceará,Ignorado,2018,Fem,60-65,0
Ceará,Ignorado,2018,Total,14-19,864
Ceará,Ignorado,2018,Total,20-29,353
Ceará,Ignorado,2018,Total,30-39,621
Ceará,Ignorado,2018,Total,40-49,558
Ceará,Ignorado,2018,Total,50-59,0
Ceará,Ignorado,2018,Total,60-65,0
Ceará,Ignorado,2018,Total,66+,0
Ceará,Ignorado,2018,Masc,Total,910
Ceará,Ignorado,2018,Fem,Total,1485
Ceará,Ignorado,2019,Total,Total,3961
Ceará,Ignorado,2019,Masc,14-19,424
Ceará,Ignorado,2019,Masc,20-29,320
Ceará,Ignorado,2019,Masc,30-39,241
Ceará,Ignorado,2019,Masc,40-49,0
Ceará,Ignorado,2019,Masc,50-59,576
Ceará,Ignorado,2019,Masc,60-65,0
Ceará,Ignorado,2019,Masc,66+,0
Ceará,Ignorado,2019,Fem,14-19,396
Ceará,Ignorado,2019,Fem,20-29,654
Ceará,Ignorado,2019,Fem,30-39,1351
Ceará,Ignorado,2019,Fem,40-49,0
Ceará,Ignorado,2019,Fem,50-59,0
Ceará,Ignorado,2019,Fem,60-65,0
Ceará,Ignorado,2019,Fem,66+,0
Ceará,Ignorado,2019,Total,14-19,820
Ceará,Ignorado,2019,Total,20-29,974
Ceará,Ignorado,2019,Total,30-39,1592
Ceará,Ignorado,2019,Total,40-49,0
Ceará,Ignorado,2019,Total,50-59,576
Ceará,Ignorado,2019,Total,60-65,0
Ceará,Ignorado,2019,Total,66+,0
Ceará,Ignorado,2019,Masc,Total,1561
Ceará,Ignorado,2019,Fem,Total,2400
Ceará,Ignorado,2020,Total,Total,1470
Ceará,Ignorado,2020,Masc,20-29,0
Ceará,Ignorado,2020,Masc,30-39,0
Ceará,Ignorado,2020,Masc,40-49,292
Ceará,Ignorado,2020,Masc,50-59,0
Ceará,Ignorado,2020,Masc,60-65,0
Ceará,Ignorado,2020,Fem,20-29,843
Ceará,Ignorado,2020,Fem,30-39,335
Ceará,Ignorado,2020,Fem,40-49,0
Ceará,Ignorado,2020,Fem,50-59,0
Ceará,Ignorado,2020,Total,20-29,843
Ceará,Ignorado,2020,Total,30-39,335
Ceará,Ignorado,2020,Total,40-49,292
Ceará,Ignorado,2020,Total,50-59,0
Ceará,Ignorado,2020,Total,60-65,0
Ceará,Ignorado,2020,Masc,Total,292
Ceará,Ignorado,2020,Fem,Total,1178
Ceará,Ignorado,2021,Total,Total,2836
Ceará,Ignorado,2021,Masc,14-19,601
Ceará,Ignorado,2021,Masc,20-29,1348
Ceará,Ignorado,2021,Masc,30-39,0
Ceará,Ignorado,2021,Masc,40-49,0
Ceará,Ignorado,2021,Masc,50-59,0
Ceará,Ignorado,2021,Fem,14-19,157
Ceará,Ignorado,2021,Fem,20-29,731
Ceará,Ignorado,2021,Fem,30-39,0
Ceará,Ignorado,2021,Fem,40-49,0
Ceará,Ignorado,2021,Fem,50-59,0
Ceará,Ignorado,2021,Fem,60-65,0
Ceará,Ignorado,2021,Total,14-19,757
Ceará,Ignorado,2021,Total,20-29,2079
Ceará,Ignorado,2021,Total,30-39,0
Ceará,Ignorado,2021,Total,40-49,0
Ceará,Ignorado,2021,Total,50-59,0
Ceará,Ignorado,2021,Total,60-65,0
Ceará,Ignorado,2021,Masc,Total,1948
Ceará,Ignorado,2021,Fem,Total,888
Ceará,Ignorado,2022,Total,Total,6508
Ceará,Ignorado,2022,Masc,14-19,0
Ceará,Ignorado,2022,Masc,20-29,1429
Ceará,Ignorado,2022,Masc,30-39,2139
Ceará,Ignorado,2022,Masc,40-49,815
Ceará,Ignorado,2022,Masc,50-59,584
Ceará,Ignorado,2022,Masc,60-65,0
Ceará,Ignorado,2022,Fem,14-19,430
Ceará,Ignorado,2022,Fem,20-29,200
Ceará,Ignorado,2022,Fem,30-39,0
Ceará,Ignorado,2022,Fem,40-49,911
Ceará,Ignorado,2022,Fem,50-59,0
Ceará,Ignorado,2022,Fem,60-65,0
Ceará,Ignorado,2022,Fem,66+,0
Ceará,Ignorado,2022,Total,14-19,430
Ceará,Ignorado,2022,Total,20-29,1629
Ceará,Ignorado,2022,Total,30-39,2139
Ceará,Ignorado,2022,Total,40-49,1726
Ceará,Ignorado,2022,Total,50-59,584
Ceará,Ignorado,2022,Total,60-65,0
Ceará,Ignorado,2022,Total,66+,0
Ceará,Ignorado,2022,Masc,Total,4967
Ceará,Ignorado,2022,Fem,Total,1541
Ceará,Parda,2012,Total,Total,207410
Ceará,Parda,2012,Masc,14-19,16873
Ceará,Parda,2012,Masc,20-29,53362
Ceará,Parda,2012,Masc,30-39,21184
Ceará,Parda,2012,Masc,40-49,15896
Ceará,Parda,2012,Masc,50-59,2388
Ceará,Parda,2012,Masc,60-65,884
Ceará,Parda,2012,Masc,66+,0
Ceará,Parda,2012,Fem,14-19,24085
Ceará,Parda,2012,Fem,20-29,43220
Ceará,Parda,2012,Fem,30-39,19996
Ceará,Parda,2012,Fem,40-49,6383
Ceará,Parda,2012,Fem,50-59,3139
Ceará,Parda,2012,Fem,60-65,0
Ceará,Parda,2012,Fem,66+,0
Ceará,Parda,2012,Total,14-19,40958
Ceará,Parda,2012,Total,20-29,96582
Ceará,Parda,2012,Total,30-39,41180
Ceará,Parda,2012,Total,40-49,22279
Ceará,Parda,2012,Total,50-59,5526
Ceará,Parda,2012,Total,60-65,884
Ceará,Parda,2012,Total,66+,0
Ceará,Parda,2012,Masc,Total,110586
Ceará,Parda,2012,Fem,Total,96824
Ceará,Parda,2013,Total,Total,202306
Ceará,Parda,2013,Masc,14-19,23537
Ceará,Parda,2013,Masc,20-29,51042
Ceará,Parda,2013,Masc,30-39,20723
Ceará,Parda,2013,Masc,40-49,12678
Ceará,Parda,2013,Masc,50-59,4492
Ceará,Parda,2013,Masc,60-65,872
Ceará,Parda,2013,Masc,66+,0
Ceará,Parda,2013,Fem,14-19,19279
Ceará,Parda,2013,Fem,20-29,40293
Ceará,Parda,2013,Fem,30-39,18349
Ceará,Parda,2013,Fem,40-49,8192
Ceará,Parda,2013,Fem,50-59,2287
Ceará,Parda,2013,Fem,60-65,315
Ceará,Parda,2013,Fem,66+,247
Ceará,Parda,2013,Total,14-19,42816
Ceará,Parda,2013,Total,20-29,91334
Ceará,Parda,2013,Total,30-39,39072
Ceará,Parda,2013,Total,40-49,20870
Ceará,Parda,2013,Total,50-59,6779
